Tax Class,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,General Commission,Lookup Cat. ID,Lookup Cat. Name,asd
international,Root Category,Home & Living,Furniture,Home Office Furniture,Filing & Storage,Office Shelving,,7.27,4404,Office Shelving,4404
international,Root Category,Home & Living,Home Improvement,Bathroom Fixtures,Bathroom Vanities,,,7.27,4406,Bathroom Vanities,4406
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,"Bird Baths, Houses & Feeders",,,7.27,4410,"Bird Baths, Houses & Feeders",4410
international,Root Category,Home & Living,Furniture,Hallway & Entry Furniture,,,,7.27,4411,Hallway & Entry Furniture,#N/A
international,Root Category,Home & Living,Furniture,Hallway & Entry Furniture,Coat Racks & Umbrella Stands,,,7.27,4413,Coat Racks & Umbrella Stands,#N/A
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,Garden Pedestals,,,7.27,4414,Garden Pedestals,#N/A
international,Root Category,Home & Living,Furniture,Hallway & Entry Furniture,Plant Stands & Telephone Tables,,,7.27,4416,Plant Stands & Telephone Tables,#N/A
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,Statues & Sculptures,,,7.27,4418,Statues & Sculptures,#N/A
international,Root Category,Home & Living,Furniture,Hallway & Entry Furniture,Hall Stands,,,7.27,4419,Hall Stands,#N/A
international,Root Category,Home & Living,Home Improvement,Bathroom Fixtures,"Toilets, Fixtures & Bidets",,,7.27,4420,"Toilets, Fixtures & Bidets",#N/A
international,Root Category,Home & Living,Furniture,Hallway & Entry Furniture,Accent & Storage Benches,,,7.27,4422,Accent & Storage Benches,4422
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,Sundials,,,7.27,4423,Sundials,4423
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,Wind Chimes & Bells,,,7.27,4425,Wind Chimes & Bells,4425
international,Root Category,Home & Living,Home Improvement,Bathroom Fixtures,"Toilets, Fixtures & Bidets",Toilets,,7.27,4427,Toilets,4427
international,Root Category,Home & Living,Furniture,Hallway & Entry Furniture,Hallway Shelving,,,7.27,4428,Hallway Shelving,4428
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,Lawn Ornaments,,,7.27,4429,Lawn Ornaments,4429
international,Root Category,Home & Living,Furniture,Hallway & Entry Furniture,Shoe Storage,,,7.27,4430,Shoe Storage,4430
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,Flags & Flagpoles,,,7.27,4433,Flags & Flagpoles,4433
international,Root Category,Home & Living,Furniture,Game Room Furniture,,,,7.27,4434,Game Room Furniture,4434
international,Root Category,Home & Living,Furniture,Game Room Furniture,Poker Tables,,,7.27,4436,Poker Tables,4436
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,Outdoor Pillows & Cushions,,,7.27,4437,Outdoor Pillows & Cushions,4437
international,Root Category,Home & Living,Furniture,Game Room Furniture,Billiard Tables,,,7.27,4438,Billiard Tables,4438
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Decor,Outdoor Doormats,,,7.27,4439,Outdoor Doormats,4439
international,Root Category,Home & Living,Furniture,Game Room Furniture,Game Tables,,,7.27,4442,Game Tables,4442
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Lighting,,,,7.27,4443,Outdoor Lighting,4443
international,Root Category,Home & Living,Furniture,Game Room Furniture,Foosball Tables,,,7.27,4444,Foosball Tables,4444
international,Root Category,Home & Living,Home Improvement,Bathroom Fixtures,"Toilets, Fixtures & Bidets",Toilet Seats,,7.27,4446,Toilet Seats,4446
international,Root Category,Home & Living,Home Improvement,Bathroom Fixtures,"Toilets, Fixtures & Bidets",Toilet Bowls,,7.27,4451,Toilet Bowls,4451
international,Root Category,Home & Living,Furniture,Replica Furniture,,,,7.27,4452,Replica Furniture,4452
international,Root Category,Home & Living,Home Improvement,Bathroom Fixtures,"Toilets, Fixtures & Bidets",Toilet Tanks,,7.27,4455,Toilet Tanks,4455
international,Root Category,Home & Living,Home Improvement,Bathroom Fixtures,"Toilets, Fixtures & Bidets",Urinals,,7.27,4459,Urinals,4459
international,Root Category,Home & Living,Home Improvement,Bathroom Fixtures,"Towel Bars, Racks & Rings",,,7.27,4461,"Towel Bars, Racks & Rings",4461
international,Root Category,Home & Living,Home Improvement,Lighting Bulbs & Components,,,,7.27,4467,Lighting Bulbs & Components,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Lazy Susan,,7.27,4469,Lazy Susan,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,,,,7.27,4478,Flooring,#N/A
international,Root Category,Home & Living,Furniture,Living Room Furniture,Shelves,,,7.27,4479,Shelves,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Hardwood Flooring,,,7.27,4481,Hardwood Flooring,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Laminate Flooring,,,7.27,4486,Laminate Flooring,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,,,,7.27,4488,Kitchen Tools & Accessories,#N/A
international,Root Category,Home & Living,Pets,Dogs,Beds & Accessories,,,7.27,4490,Beds & Accessories,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Vinyl Flooring,,,7.27,4491,Vinyl Flooring,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Barbecue Tools & Accessories,,,7.27,4493,Barbecue Tools & Accessories,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Cork Flooring,,,7.27,4495,Cork Flooring,#N/A
international,Root Category,Home & Living,Pets,Dogs,Collars & Harnesses,,,7.27,4496,Collars & Harnesses,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Floor & Wall Tiles,,,7.27,4497,Floor & Wall Tiles,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Tools,,,7.27,4498,Kitchen Tools,#N/A
international,Root Category,Home & Living,Pets,Dogs,Food & Treats,,,1,4499,Food & Treats,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Accent Tiles,,,7.27,4500,Accent Tiles,#N/A
international,Root Category,Home & Living,Pets,Dogs,Toys,,,7.27,4501,Toys,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Tools,Can Openers,,7.27,4502,Can Openers,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Ceramic Tiles,,,7.27,4504,Ceramic Tiles,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Cutting Boards,,7.27,4505,Cutting Boards,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Adhesives & Mortar,,,7.27,4506,Adhesives & Mortar,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Tools,Cheese Tools,,7.27,4507,Cheese Tools,#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Adhesives & Mortar,Adhesives,,7.27,4510,Adhesives,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Tools,"Graters, Peelers & Slicers",,7.27,4511,"Graters, Peelers & Slicers",#N/A
international,Root Category,Home & Living,Home Improvement,Flooring,Adhesives & Mortar,Adhesive Primer,,7.27,4512,Adhesive Primer,4512
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Tools,Salad Spinners & Tools,,7.27,4513,Salad Spinners & Tools,4513
international,Root Category,Home & Living,Home Improvement,Flooring,Adhesives & Mortar,Mortar,,7.27,4514,Mortar,4514
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Tools,Meat & Poultry Tools,,7.27,4515,Meat & Poultry Tools,4515
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,,,,7.27,4516,Grills & Outdoor Entertaining,4516
international,Root Category,Home & Living,Home Improvement,Flooring,Flooring Accessories,,,7.27,4517,Flooring Accessories,4517
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Tools,Pasta Makers,,7.27,4518,Pasta Makers,4518
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Gas BBQ,,,7.27,4519,Gas BBQ,4519
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Tools,Pizza Tools,,7.27,4520,Pizza Tools,4520
international,Root Category,Home & Living,Home Improvement,Flooring,Flooring Accessories,Underlayment,,7.27,4521,Underlayment,4521
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Charcoal BBQ,,,7.27,4522,Charcoal BBQ,4522
international,Root Category,Home & Living,Home Improvement,Flooring,Flooring Accessories,Finish Compound,,7.27,4523,Finish Compound,4523
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,,,7.27,4524,Kitchen Accessories,4524
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Electric Grills,,,7.27,4525,Electric Grills,4525
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Colanders & Food Strainers,,7.27,4526,Colanders & Food Strainers,4526
international,Root Category,Home & Living,Home Improvement,Flooring,Decking,,,7.27,4527,Decking,4527
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Smokers,,,7.27,4528,Smokers,4528
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,,,7.27,4529,Grilling Accessories,4529
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Cooking Utensils,,7.27,4530,Cooking Utensils,4530
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Kitchen Scales,,7.27,4531,Kitchen Scales,4531
international,Root Category,Home & Living,Home Improvement,Plumbing,,,,7.27,4532,Plumbing,4532
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Salt & Pepper & Condiments,,7.27,4533,Salt & Pepper & Condiments,4533
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,"Lids, Covers & Inserts",,7.27,4534,"Lids, Covers & Inserts",4534
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Mixing & Prep Bowls,,7.27,4536,Mixing & Prep Bowls,#N/A
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grill Attachments,,7.27,4537,Grill Attachments,#N/A
international,Root Category,Home & Living,Home Improvement,Plumbing,Traps & Drains,,,7.27,4538,Traps & Drains,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Measuring Cups & Spoons,,7.27,4539,Measuring Cups & Spoons,#N/A
international,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Oil Sprayers & Dispensers,,7.27,4540,Oil Sprayers & Dispensers,#N/A
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grill Carts,,7.27,4541,Grill Carts,#N/A
international,Root Category,Home & Living,Home Improvement,Plumbing,Fixture Parts & Components,,,7.27,4542,Fixture Parts & Components,#N/A
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grill Cleaning Brushes,,7.27,4543,Grill Cleaning Brushes,#N/A
international,Root Category,Home & Living,Home Improvement,Plumbing,Valves,,,7.27,4545,Valves,#N/A
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grill Covers,,7.27,4547,Grill Covers,#N/A
international,Root Category,Home & Living,Home Improvement,Hardware,,,,7.27,4548,Hardware,#N/A
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grill Lights & Fixtures,,7.27,4550,Grill Lights & Fixtures,#N/A
international,Root Category,Home & Living,Home Improvement,Hardware,"Nails, Screws & Fasteners",,,7.27,4551,"Nails, Screws & Fasteners",#N/A
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grill Maintenance,,7.27,4553,Grill Maintenance,4553
international,Root Category,Home & Living,Home Improvement,Hardware,"Nails, Screws & Fasteners",Nails,,7.27,4554,Nails,4554
international,Root Category,Home & Living,Home Improvement,Hardware,"Nails, Screws & Fasteners",Staples,,7.27,4557,Staples,4557
international,Root Category,Home & Living,Home Improvement,Hardware,"Nails, Screws & Fasteners",Screws & Bolts,,7.27,4559,Screws & Bolts,4559
international,Root Category,Home & Living,Storage & Organisation,,,,,7.27,4560,Storage & Organisation,4560
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grill Skewers,,7.27,4565,Grill Skewers,4565
international,Root Category,Home & Living,Home Improvement,Hardware,"Nails, Screws & Fasteners",Fasteners,,7.27,4567,Fasteners,4567
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grilling Cookware,,7.27,4568,Grilling Cookware,4568
international,Root Category,Home & Living,Home Improvement,Hardware,Furniture Hardware,,,7.27,4571,Furniture Hardware,4571
international,Root Category,Home & Living,Home Improvement,Hardware,Furniture Hardware,Furniture Pads,,7.27,4572,Furniture Pads,4572
international,Root Category,Home & Living,Home Improvement,Hardware,Furniture Hardware,Casters,,7.27,4574,Casters,4574
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Grilling Tool Sets,,7.27,4576,Grilling Tool Sets,4576
international,Root Category,Home & Living,Home Improvement,Hardware,Furniture Hardware,Furniture Cups,,7.27,4577,Furniture Cups,4577
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Heat & Fuel,,7.27,4584,Heat & Fuel,4584
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Mitts & Aprons,,7.27,4586,Mitts & Aprons,4586
international,Root Category,Home & Living,Home Improvement,Hardware,Furniture Hardware,Sliders,,7.27,4588,Sliders,4588
international,Root Category,Home & Living,Home Improvement,Hardware,Adhesives & Sealers,,,7.27,4590,Adhesives & Sealers,4590
international,Root Category,Home & Living,Home Improvement,Hardware,Adhesives & Sealers,Wood Glue,,7.27,4591,Wood Glue,4591
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Grilling Accessories,Outdoor Griddles,,7.27,4592,Outdoor Griddles,4592
international,Root Category,Home & Living,Stationery,,,,,7.27,4593,Stationery,4593
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Beach & Picnic Supplies,,,7.27,4594,Beach & Picnic Supplies,4594
international,Root Category,Home & Living,Stationery,Writing Utensils,,,,7.27,4595,Writing Utensils,4595
international,Root Category,Home & Living,Stationery,Writing Utensils,Fountain Pens,,,7.27,4596,Fountain Pens,4596
international,Root Category,Home & Living,Stationery,Writing Utensils,Roller Ball Pens,,,7.27,4597,Roller Ball Pens,4597
international,Root Category,Home & Living,Stationery,Writing Utensils,Ball Pens,,,7.27,4599,Ball Pens,4599
international,Root Category,Home & Living,Stationery,Writing Utensils,Mechanical Pencils,,,7.27,4600,Mechanical Pencils,4600
international,Root Category,Home & Living,Stationery,Writing Utensils,Multifunction Pens,,,7.27,4602,Multifunction Pens,4602
international,Root Category,Home & Living,Stationery,Writing Utensils,Fineliners,,,7.27,4603,Fineliners,4603
international,Root Category,Home & Living,Stationery,Writing Utensils,Inks,,,7.27,4605,Inks,4605
international,Root Category,Home & Living,Stationery,Writing Utensils,Refills,,,7.27,4606,Refills,4606
international,Root Category,Home & Living,Stationery,Writing Utensils,Gel Pens,,,7.27,4608,Gel Pens,4608
international,Root Category,Home & Living,Stationery,Writing Utensils,Clutch Pencils,,,7.27,4609,Clutch Pencils,4609
international,Root Category,Home & Living,Stationery,Writing Utensils,Digital Pens,,,7.27,4611,Digital Pens,4611
international,Root Category,Home & Living,Stationery,Calculators,,,,7.27,4612,Calculators,4612
international,Root Category,Home & Living,Stationery,Calculators,Basic,,,7.27,4614,Basic,4614
international,Root Category,Home & Living,Outdoor & Garden,Grills & Outdoor Entertaining,Coolers,,,7.27,4615,Coolers,4615
international,Root Category,Home & Living,Stationery,Calculators,Graphing,,,7.27,4617,Graphing,4617
international,Root Category,Home & Living,Stationery,Calculators,Financial & Business,,,7.27,4618,Financial & Business,4618
international,Root Category,Home & Living,Stationery,Calculators,Scientific,,,7.27,4619,Scientific,4619
international,Root Category,Home & Living,Stationery,Calculators,Printing,,,7.27,4620,Printing,4620
international,Root Category,Home & Living,Stationery,Paper Products,,,,7.27,4622,Paper Products,4622
international,Root Category,Home & Living,Home Improvement,Hardware,Adhesives & Sealers,Tape,,7.27,4623,Tape,4623
international,Root Category,Home & Living,Home Improvement,Hardware,Adhesives & Sealers,Duct Tape,,7.27,4625,Duct Tape,4625
international,Root Category,Home & Living,Stationery,Paper Products,Diaries,,,7.27,4626,Diaries,4626
international,Root Category,Home & Living,Stationery,Paper Products,Notebooks,,,7.27,4628,Notebooks,4628
international,Root Category,Home & Living,Home Improvement,Hardware,Tarps & Tie-Downs,,,7.27,4629,Tarps & Tie-Downs,4629
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,,,,7.27,4630,Lawn & Garden,4630
international,Root Category,Home & Living,Home Improvement,Hardware,Tarps & Tie-Downs,Ratcheting,,7.27,4631,Ratcheting,4631
international,Root Category,Home & Living,Stationery,Paper Products,Journals,,,7.27,4632,Journals,4632
international,Root Category,Home & Living,Home Improvement,Hardware,Tarps & Tie-Downs,Tarps,,7.27,4633,Tarps,4633
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Tools,,,7.27,4635,Gardening Tools,4635
international,Root Category,Home & Living,Stationery,Paper Products,Memo Pads,,,7.27,4636,Memo Pads,4636
international,Root Category,Home & Living,Stationery,Arts & Crafts,,,,7.27,4638,Arts & Crafts,4638
international,Root Category,Home & Living,Stationery,Arts & Crafts,Art Sets,,,7.27,4640,Art Sets,4640
international,Root Category,Home & Living,Stationery,Arts & Crafts,Paints & Brushes,,,7.27,4643,Paints & Brushes,4643
international,Root Category,Home & Living,Stationery,Arts & Crafts,Paletter,,,7.27,4646,Paletter,4646
international,Root Category,Home & Living,Stationery,Arts & Crafts,Sketch Pens,,,7.27,4647,Sketch Pens,4647
international,Root Category,Home & Living,Home Improvement,Safety & Security,,,,7.27,4649,Safety & Security,4649
international,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Ear Protection,,7.27,4651,Ear Protection,4651
international,Root Category,Home & Living,Storage & Organisation,Foldable Wardrobes,,,,7.27,4652,Foldable Wardrobes,4652
international,Root Category,Home & Living,Stationery,Arts & Crafts,Canvases,,,7.27,4653,Canvases,4653
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Arbours & Trellises,,,7.27,4654,Arbours & Trellises,4654
international,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Eye Protection,,7.27,4655,Eye Protection,4655
international,Root Category,Home & Living,Storage & Organisation,Clothes Organizers,,,,7.27,4656,Clothes Organizers,4656
international,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,"Helmets, Hardhats & Headgear",,7.27,4657,"Helmets, Hardhats & Headgear",4657
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Products,"Soils, Fertilisers & Mulches",,7.27,4658,"Soils, Fertilisers & Mulches",#N/A
international,Root Category,Home & Living,Home Decor,Other Home Decorations,Jewellery Armoires & Boxes,,,7.27,4659,Jewellery Armoires & Boxes,4659
international,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Knee & Elbow Pads,,7.27,4660,Knee & Elbow Pads,4660
international,Root Category,Home & Living,Home Decor,Other Home Decorations,Jewellery Armoires & Boxes,Jewellery Boxes,,7.27,4661,Jewellery Boxes,4661
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Products,Lawn & Plant Care,,7.27,4662,Lawn & Plant Care,4662
international,Root Category,Home & Living,Home Decor,Other Home Decorations,Jewellery Armoires & Boxes,Jewellery Armoires,,7.27,4663,Jewellery Armoires,4663
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Products,Plants & Seeds,,7.27,4664,Plants & Seeds,4664
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Products,Weed & Pest Control,,7.27,4665,Weed & Pest Control,4665
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Watering Systems,,,7.27,4666,Watering Systems,4666
international,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Masks & Filters,,7.27,4667,Masks & Filters,4667
international,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,"Gates, Posts & Fencing",,,7.27,4668,"Gates, Posts & Fencing",4668
international,Root Category,Home & Living,Stationery,Arts & Crafts,Drawing Papers,,,7.27,4671,Drawing Papers,#N/A
international,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Safety Cones & Tape,,7.27,4674,Safety Cones & Tape,#N/A
international,Root Category,Home & Living,Stationery,Writing Utensils,Erasers & Correctionals,,,7.27,4675,Erasers & Correctionals,#N/A
international,Root Category,Home & Living,Stationery,Arts & Crafts,Charcoal & Graphite,,,7.27,4679,Charcoal & Graphite,#N/A
international,Root Category,Home & Living,Stationery,Arts & Crafts,Mediums & Varnishes,,,7.27,4681,Mediums & Varnishes,#N/A
international,Root Category,Home & Living,Stationery,Arts & Crafts,Accessories,,,7.27,4682,Accessories,#N/A
international,Root Category,Home & Living,Stationery,Arts & Crafts,Pastel & Crayons,,,7.27,4683,Pastel & Crayons,#N/A
international,Root Category,Home & Living,Stationery,Arts & Crafts,"Spatula, Knives & Tools",,,7.27,4684,"Spatula, Knives & Tools",#N/A
international,Root Category,Home & Living,Stationery,School & Office Accessories,School Sets,,,7.27,4686,School Sets,4686
international,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,,,7.27,4687,Work Safety Equipment,4687
international,Root Category,Home & Living,Stationery,Writing Utensils,Markers & Highlighters,,,7.27,4700,Markers & Highlighters,4700
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,,,7.27,4701,Tool Belts & Workwear,4701
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Aprons,,7.27,4704,Work Aprons,4704
international,Root Category,Home & Living,Stationery,School & Office Accessories,Geometry & Pencil Boxes,,,7.27,4705,Geometry & Pencil Boxes,4705
international,Root Category,Home & Living,Stationery,School & Office Accessories,School Accessories,,,7.27,4707,School Accessories,4707
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Coveralls & Scrubs,,7.27,4709,Coveralls & Scrubs,4709
international,Root Category,Home & Living,Stationery,School & Office Accessories,,,,7.27,4710,School & Office Accessories,4710
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Gloves,,7.27,4711,Gloves,4711
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Jackets,,7.27,4713,Work Jackets,4713
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Pants,,7.27,4715,Work Pants,4715
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Rain Gear,,7.27,4716,Rain Gear,4716
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Shirts,,7.27,4717,Work Shirts,4717
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Supports & Harnesses,,7.27,4718,Supports & Harnesses,4718
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Tool Belts,,7.27,4719,Tool Belts,4719
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Vests,,7.27,4721,Work Vests,4721
international,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Winter Gear,,7.27,4722,Winter Gear,4722
international,Root Category,Home & Living,Stationery,School & Office Accessories,Boards & Dusters,,,7.27,4723,Boards & Dusters,4723
international,Root Category,Home & Living,Stationery,School & Office Accessories,"Tapes, Glue & Adhesives",,,7.27,4724,"Tapes, Glue & Adhesives",4724
international,Root Category,Home & Living,Stationery,School & Office Accessories,Paper Shredders,,,7.27,4727,Paper Shredders,#N/A
international,Root Category,Home & Living,Stationery,School & Office Accessories,Files & Folders,,,7.27,4728,Files & Folders,#N/A
international,Root Category,Home & Living,Stationery,School & Office Accessories,Desk Organizers,,,7.27,4729,Desk Organizers,#N/A
international,Root Category,Home & Living,Stationery,School & Office Accessories,Punches & Punching Machines,,,7.27,4730,Punches & Punching Machines,#N/A
international,Root Category,Home & Living,Stationery,School & Office Accessories,Scissors & Cutters,,,7.27,4732,Scissors & Cutters,#N/A
international,Root Category,Home & Living,Home Improvement,Rechargeable & Flashlights,,,,7.27,4741,Rechargeable & Flashlights,#N/A
international,Root Category,Home & Living,Stationery,School & Office Accessories,Staplers & Removers,,,7.27,4750,Staplers & Removers,#N/A
international,Root Category,Home & Living,Stationery,Novelty,,,,7.27,4758,Novelty,#N/A
international,Root Category,Home & Living,Stationery,Novelty,Cards & Tags,,,7.27,4761,Cards & Tags,#N/A
international,Root Category,Home & Living,Stationery,Novelty,Gift Wrappers and Gift Bags,,,7.27,4763,Gift Wrappers and Gift Bags,#N/A
international,Root Category,Home & Living,Stationery,Novelty,Book Accessories,,,7.27,4765,Book Accessories,#N/A
international,Root Category,Home & Living,Stationery,Novelty,Novelty Gifts,,,7.27,4767,Novelty Gifts,#N/A
international,Root Category,Home & Living,Stationery,Novelty,Photo Albums,,,7.27,4770,Photo Albums,#N/A
international,Root Category,Home & Living,Home Improvement,Electrical,,,,7.27,4780,Electrical,#N/A
international,Root Category,Home & Living,Home Improvement,Electrical,Insect Killers,,,7.27,4781,Insect Killers,#N/A
international,Root Category,Home & Living,Home Improvement,Tools & Garage,,,,7.27,4784,Tools & Garage,#N/A
international,Root Category,Home & Living,Home Improvement,Tools & Garage,Garage Floors & Mats,,,7.27,4787,Garage Floors & Mats,#N/A
international,Root Category,Home & Living,Home Improvement,Tools & Garage,Slatwall & Hooks,,,7.27,4791,Slatwall & Hooks,#N/A
international,Root Category,Home & Living,Home Improvement,Tools & Garage,Tool Holders,,,7.27,4800,Tool Holders,#N/A
international,Root Category,Home & Living,Home Improvement,Tools & Garage,Vehicle Ports,,,7.27,4803,Vehicle Ports,#N/A
international,Root Category,Home & Living,Home Improvement,Tools & Garage,Workbenches,,,7.27,4805,Workbenches,#N/A
international,Root Category,Home & Living,Lighting,Outdoor Lighting,Outdoor Pendants,,,7.27,4835,Outdoor Pendants,#N/A
international,Root Category,Home & Living,Lighting,Outdoor Lighting,Step Lights,,,7.27,4836,Step Lights,#N/A
international,Root Category,Home & Living,Home Decor,Rugs & Carpets,Kitchen Rugs,,,7.27,4837,Kitchen Rugs,#N/A
international,Root Category,Home & Living,Bedding,Pillows & Bolsters,Specialty Pillows,,,7.27,4839,Specialty Pillows,#N/A
international,Root Category,Home & Living,Bath,Bathroom Accessories,Bathroom Mirrors,,,7.27,4840,Bathroom Mirrors,#N/A
international,Root Category,Home & Living,Outdoor & Garden,Outdoor Furniture,Outdoor Chairs,Adirondack Chairs,,7.27,4841,Adirondack Chairs,#N/A
international,Root Category,Home & Living,Home Improvement,Kitchen Fixtures,Non-Electric Stand Water Dispensers & Coolers,,,7.27,4842,Non-Electric Stand Water Dispensers & Coolers,#N/A
