id_supplier,short_code,name
103006,ID12E31,"Mejikuu Shop--"
103284,ID12EAZ,Cortex
103392,ID12EE2,"HERBAL MARKET CENTER"
103540,ID12EIA,"Murmer variasi store"
103619,ID12EKJ,"Adelina Store"
103777,ID12EP2,sensordigital
103840,ID12ERV,"rafly store"
103898,ID12ETI,BAYI
104017,ID12EWX,BROTHERSHOP24
104044,ID12EXO,FFcollection
104133,ID12F08,TeddyBearKu
104233,ID12F33,"PIGRABBITLENS OFFICIAL"
104248,ID12F3I,"Jual Mantap"
104261,ID12F3W,"Belanjoo Wellness"
104358,ID12F6N,ukhtiezone
104466,ID12F9R,"Gajah Mada Perkasa"
104512,ID12FB2,"ORI ROXY"
104929,ID12FMZ,"mega arloji"
104930,ID12FN0,"BMT COLLECTION"
105031,ID12FPW,BarakaStore
105042,ID12FR7,DecoStore
105355,ID12G05,hanyauntukmu
105400,ID12G1F,"Apotek kusuma"
105415,ID12G1V,"WISH DR BOYKE"
105441,ID12G2L,Harazaki
105808,ID12GD3,"max save"
106155,ID12GN0,"Riza Craft Premium"
106238,ID12GPD,"IDOLA SPREI"
106278,ID12GRI,"Mau Usaha"
106429,ID12GVU,GiroStyle
106536,ID12GYW,"The Cleanique"
106556,ID12GZG,Up2Date.
106781,ID12H5W,NC-Collection
106873,ID12H8I,"Global Asia"
106906,ID12H9G,Darma
107067,ID12HE2,"Aulia Muslim Corner"
108381,ID12IGL,"Aim Herbs"
108447,ID12IIH,"BUTIK MIFTA"
108471,ID12IJ6,"B A E WEAH"
108509,ID12IK9,Muslimah_shop
108726,ID12IRG,"Hoziro Collection"
108826,ID12IUB,"Mywardrobe Sby"
109012,ID12IZM,"C-Nine Store"
109424,ID12JBE,"rubic market"
109476,ID12JCW,KaminokoGift
109493,ID12JDD,"kodena arloji"
109507,ID12JDS,"ASD STORE"
109555,ID12JF5,ButikSoccerID
109687,ID12JIX,anzsports
109715,ID12JJP,Nexco
109895,ID12JOV,"Idola Striping"
109910,ID12JPA,"Iqbal Corporation"
110270,ID12K0K,Sugarashop
110350,ID12K2V,"Kamsia Store"
110409,ID12K4J,VIOS
110456,ID12K5W,keppo
110513,ID12K7I,Taserba
110577,ID12K9C,"Siwie Olshop"
110776,ID12KF1,tukiyem13
110841,ID12KGW,JERUKID
110860,ID12KHF,"Harmoni Herbals"
110863,ID12KHI,"KNK RTP"
111043,ID12KMN,"nurul barokah"
111189,ID12KRU,"heyloca market"
111320,ID12KVK,"mekap master & co."
111358,ID12KWN,D'Lenny's
112175,ID12LK0,"FARIZ COLLECTION"
112270,ID12LMP,"AA Shop39"
112363,ID12LPD,"Minyak Bulus Asli Kalimantan"
112494,ID12LU4,"Shop Routher"
112684,ID12LZJ,"Official Armaggeddon"
112691,ID12LZR,Masterbahankue
112854,ID12M4E,"The Organic Stop"
113116,ID12MBW,"zafaran shop"
113204,ID12MEE,Moonshoopy
113689,ID12MT9,"Lower Price"
113835,ID12MXF,putricomm
113899,ID12MZ9,"Nissa Store"
114207,ID12N82,"CQ grosir"
114316,ID12NB6,"Best Store__"
114423,ID12NE8,ZonaJaketBola
114520,ID12NH0,"Grand Baazar"
114579,ID12NIO,"Hayya Store"
115084,ID12NY4,"Candy Store"
115137,ID12NZM,"Jiwabaru STORE-"
115872,ID12OKM,BiosKomputer
