id_region,region,id_city,city,id_district,district
35,"Jawa Barat",6345,"Kota Bekasi",6348,"Pondok Gede"
35,"Jawa Barat",6345,"Kota Bekasi",6349,"Mustika Jaya"
35,"Jawa Barat",6345,"Kota Bekasi",6350,"Medan Satria"
35,"Jawa Barat",6345,"Kota Bekasi",6351,Jatiasih
35,"Jawa Barat",6345,"Kota Bekasi",6352,"Jati Sampurna"
35,"Jawa Barat",6345,"Kota Bekasi",6353,"Bekasi Utara"
35,"Jawa Barat",6345,"Kota Bekasi",6354,"Bekasi Timur"
35,"Jawa Barat",6345,"Kota Bekasi",6355,"Bekasi Selatan"
35,"Jawa Barat",6345,"Kota Bekasi",6356,"Bekasi Barat"
35,"Jawa Barat",6345,"Kota Bekasi",6357,"Bantar Gebang"
35,"Jawa Barat",6345,"Kota Bekasi",17390,Bekasi
35,"Jawa Barat",6338,"Kota Bogor",6339,"Tanah Sereal"
35,"Jawa Barat",6338,"Kota Bogor",6340,"Bogor Utara - Kota"
35,"Jawa Barat",6338,"Kota Bogor",6341,"Bogor Timur - Kota"
35,"Jawa Barat",6338,"Kota Bogor",6342,"Bogor Tengah - Kota"
35,"Jawa Barat",6338,"Kota Bogor",6343,"Bogor Selatan - Kota"
35,"Jawa Barat",6338,"Kota Bogor",6344,"Bogor Barat - Kota"
