id_shipping_fee_rate_card_kg,origin,leadtime,destination_zone,rounding,weight_break,flat_rate,step_rate,is_live
8334298,"Paid Cross Border",Standard,931,1.00,999999.00,0.00,0.00,1
8334299,"Paid Cross Border",Standard,933,1.00,999999.00,0.00,0.00,1
8334300,"Paid Cross Border",Standard,934,1.00,999999.00,0.00,0.00,1
8334301,"Paid Cross Border",Standard,935,1.00,999999.00,0.00,0.00,1
8334302,"Paid Cross Border",Standard,936,1.00,999999.00,0.00,0.00,1
8334303,"Paid Cross Border",Standard,937,1.00,999999.00,0.00,0.00,1
8334304,"Paid Cross Border",Standard,938,1.00,999999.00,0.00,0.00,1
8334305,"Paid Cross Border",Standard,939,1.00,999999.00,0.00,0.00,1
8334306,"Paid Cross Border",Standard,940,1.00,999999.00,0.00,0.00,1
8334307,"Paid Cross Border",Standard,941,1.00,999999.00,0.00,0.00,1
8334308,"Paid Cross Border",Standard,942,1.00,999999.00,0.00,0.00,1
8334309,"Paid Cross Border",Standard,943,1.00,999999.00,0.00,0.00,1
8334310,"Paid Cross Border",Standard,944,1.00,999999.00,0.00,0.00,1
8334311,"Paid Cross Border",Standard,945,1.00,999999.00,0.00,0.00,1
8334312,"Paid Cross Border",Standard,946,1.00,999999.00,0.00,0.00,1
8334313,"Paid Cross Border",Standard,947,1.00,999999.00,0.00,0.00,1
8334314,"Paid Cross Border",Standard,948,1.00,999999.00,0.00,0.00,1
8334315,"Paid Cross Border",Standard,950,1.00,999999.00,0.00,0.00,1
8334316,"Paid Cross Border",Standard,951,1.00,999999.00,0.00,0.00,1
8334317,"Paid Cross Border",Standard,953,1.00,999999.00,0.00,0.00,1
8334318,"Paid Cross Border",Standard,954,1.00,999999.00,0.00,0.00,1
8334319,"Paid Cross Border",Standard,955,1.00,999999.00,0.00,0.00,1
8334320,"Paid Cross Border",Standard,956,1.00,999999.00,0.00,0.00,1
8334321,"Paid Cross Border",Standard,958,1.00,999999.00,0.00,0.00,1
8334322,"Paid Cross Border",Standard,959,1.00,999999.00,0.00,0.00,1
8334323,"Paid Cross Border",Standard,960,1.00,999999.00,0.00,0.00,1
8334324,"Paid Cross Border",Standard,961,1.00,999999.00,0.00,0.00,1
8334325,"Paid Cross Border",Standard,962,1.00,999999.00,0.00,0.00,1
8334326,"Paid Cross Border",Standard,964,1.00,999999.00,0.00,0.00,1
8334327,"Paid Cross Border",Standard,965,1.00,999999.00,0.00,0.00,1
8334328,"Paid Cross Border",Standard,966,1.00,999999.00,0.00,0.00,1
8334329,"Paid Cross Border",Standard,968,1.00,999999.00,0.00,0.00,1
8334330,"Paid Cross Border",Standard,969,1.00,999999.00,0.00,0.00,1
8334331,"Paid Cross Border",Standard,971,1.00,999999.00,0.00,0.00,1
8334332,"Paid Cross Border",Standard,972,1.00,999999.00,0.00,0.00,1
8334333,"Paid Cross Border",Standard,973,1.00,999999.00,0.00,0.00,1
8334334,"Paid Cross Border",Standard,974,1.00,999999.00,0.00,0.00,1
8334335,"Paid Cross Border",Standard,975,1.00,999999.00,0.00,0.00,1
8334336,"Paid Cross Border",Standard,976,1.00,999999.00,0.00,0.00,1
8334337,"Paid Cross Border",Standard,977,1.00,999999.00,0.00,0.00,1
8334338,"Paid Cross Border",Standard,978,1.00,999999.00,0.00,0.00,1
8334339,"Paid Cross Border",Standard,979,1.00,999999.00,0.00,0.00,1
8334340,"Paid Cross Border",Standard,980,1.00,999999.00,0.00,0.00,1
8334341,"Paid Cross Border",Standard,981,1.00,999999.00,0.00,0.00,1
8334342,"Paid Cross Border",Standard,983,1.00,999999.00,0.00,0.00,1
8334343,"Paid Cross Border",Standard,984,1.00,999999.00,0.00,0.00,1
8334344,"Paid Cross Border",Standard,985,1.00,999999.00,0.00,0.00,1
8334345,"Paid Cross Border",Standard,987,1.00,999999.00,0.00,0.00,1
8334346,"Paid Cross Border",Standard,988,1.00,999999.00,0.00,0.00,1
8334347,"Paid Cross Border",Standard,989,1.00,999999.00,0.00,0.00,1
8334348,"Paid Cross Border",Standard,990,1.00,999999.00,0.00,0.00,1
8334349,"Paid Cross Border",Standard,991,1.00,999999.00,0.00,0.00,1
8334350,"Paid Cross Border",Standard,992,1.00,999999.00,0.00,0.00,1
8334351,"Paid Cross Border",Standard,993,1.00,999999.00,0.00,0.00,1
8334352,"Paid Cross Border",Standard,994,1.00,999999.00,0.00,0.00,1
8334353,"Paid Cross Border",Standard,995,1.00,999999.00,0.00,0.00,1
8334354,"Paid Cross Border",Standard,996,1.00,999999.00,0.00,0.00,1
8334355,"Paid Cross Border",Standard,997,1.00,999999.00,0.00,0.00,1
8334356,"Paid Cross Border",Standard,998,1.00,999999.00,0.00,0.00,1
8334357,"Paid Cross Border",Standard,999,1.00,999999.00,0.00,0.00,1
8334358,"DKI Jakarta",Standard,1001,1.00,1.00,0.00,0.00,1
8334359,"DKI Jakarta",Standard,1001,1.00,999999.00,0.00,77000.00,1
8334360,"DKI Jakarta",Economy,1001,0.10,1.00,44500.00,0.00,1
8334361,"DKI Jakarta",Economy,1001,1.00,999999.00,44500.00,44500.00,1
8334362,"DKI Jakarta",Standard,1002,1.00,1.00,0.00,0.00,1
8334363,"DKI Jakarta",Standard,1002,1.00,999999.00,0.00,77000.00,1
8334364,"DKI Jakarta",Economy,1002,0.10,1.00,44500.00,0.00,1
8334365,"DKI Jakarta",Economy,1002,1.00,999999.00,44500.00,44500.00,1
8334366,"DKI Jakarta",Standard,1003,1.00,1.00,0.00,0.00,1
8334367,"DKI Jakarta",Standard,1003,1.00,999999.00,0.00,77000.00,1
8334368,"DKI Jakarta",Economy,1003,0.10,1.00,44500.00,0.00,1
8334369,"DKI Jakarta",Economy,1003,1.00,999999.00,44500.00,44500.00,1
8334370,"DKI Jakarta",Standard,1004,1.00,1.00,0.00,0.00,1
8334371,"DKI Jakarta",Standard,1004,1.00,999999.00,0.00,77000.00,1
8334372,"DKI Jakarta",Economy,1004,0.10,1.00,44500.00,0.00,1
8334373,"DKI Jakarta",Economy,1004,1.00,999999.00,44500.00,44500.00,1
8334374,"DKI Jakarta",Standard,1005,1.00,1.00,0.00,0.00,1
8334375,"DKI Jakarta",Standard,1005,1.00,999999.00,0.00,77000.00,1
8334376,"DKI Jakarta",Economy,1005,0.10,1.00,44500.00,0.00,1
8334377,"DKI Jakarta",Economy,1005,1.00,999999.00,44500.00,44500.00,1
8334378,"DKI Jakarta",Standard,1006,1.00,1.00,0.00,0.00,1
8334379,"DKI Jakarta",Standard,1006,1.00,999999.00,0.00,77000.00,1
8334380,"DKI Jakarta",Economy,1006,0.10,1.00,44500.00,0.00,1
8334381,"DKI Jakarta",Economy,1006,1.00,999999.00,44500.00,44500.00,1
8334382,"DKI Jakarta",Standard,1007,1.00,1.00,0.00,0.00,1
8334383,"DKI Jakarta",Standard,1007,1.00,999999.00,0.00,77000.00,1
8334384,"DKI Jakarta",Economy,1007,0.10,1.00,44500.00,0.00,1
8334385,"DKI Jakarta",Economy,1007,1.00,999999.00,44500.00,44500.00,1
8334386,"DKI Jakarta",Standard,1008,1.00,1.00,0.00,0.00,1
8334387,"DKI Jakarta",Standard,1008,1.00,999999.00,0.00,77000.00,1
8334388,"DKI Jakarta",Economy,1008,0.10,1.00,44500.00,0.00,1
8334389,"DKI Jakarta",Economy,1008,1.00,999999.00,44500.00,44500.00,1
8334390,"DKI Jakarta",Standard,1009,1.00,1.00,0.00,0.00,1
8334391,"DKI Jakarta",Standard,1009,1.00,999999.00,0.00,77000.00,1
8334392,"DKI Jakarta",Economy,1009,0.10,1.00,44500.00,0.00,1
8334393,"DKI Jakarta",Economy,1009,1.00,999999.00,44500.00,44500.00,1
8334394,"DKI Jakarta",Standard,1010,1.00,1.00,0.00,0.00,1
8334395,"DKI Jakarta",Standard,1010,1.00,999999.00,0.00,61000.00,1
8334396,"DKI Jakarta",Economy,1010,0.10,1.00,44500.00,0.00,1
8334397,"DKI Jakarta",Economy,1010,1.00,999999.00,44500.00,44500.00,1
8334398,"DKI Jakarta",Standard,1012,1.00,1.00,0.00,0.00,1
8334399,"DKI Jakarta",Standard,1012,1.00,999999.00,0.00,77000.00,1
8334400,"DKI Jakarta",Economy,1012,0.10,1.00,44500.00,0.00,1
8334401,"DKI Jakarta",Economy,1012,1.00,999999.00,44500.00,44500.00,1
8334402,"DKI Jakarta",Standard,1013,1.00,1.00,0.00,0.00,1
8334403,"DKI Jakarta",Standard,1013,1.00,999999.00,0.00,77000.00,1
8334404,"DKI Jakarta",Economy,1013,0.10,1.00,42500.00,0.00,1
8334405,"DKI Jakarta",Economy,1013,1.00,999999.00,42500.00,42500.00,1
8334406,"DKI Jakarta",Standard,1014,1.00,1.00,0.00,0.00,1
8334407,"DKI Jakarta",Standard,1014,1.00,999999.00,0.00,77000.00,1
8334408,"DKI Jakarta",Economy,1014,0.10,1.00,44500.00,0.00,1
8334409,"DKI Jakarta",Economy,1014,1.00,999999.00,44500.00,44500.00,1
8334410,"DKI Jakarta",Standard,1015,1.00,1.00,0.00,0.00,1
8334411,"DKI Jakarta",Standard,1015,1.00,999999.00,0.00,61000.00,1
8334412,"DKI Jakarta",Economy,1015,0.10,1.00,44500.00,0.00,1
8334413,"DKI Jakarta",Economy,1015,1.00,999999.00,44500.00,44500.00,1
8334414,"DKI Jakarta",Standard,1016,1.00,1.00,0.00,0.00,1
8334415,"DKI Jakarta",Standard,1016,1.00,999999.00,0.00,77000.00,1
8334416,"DKI Jakarta",Economy,1016,0.10,1.00,44500.00,0.00,1
8334417,"DKI Jakarta",Economy,1016,1.00,999999.00,44500.00,44500.00,1
8334418,"DKI Jakarta",Standard,1017,1.00,1.00,0.00,0.00,1
8334419,"DKI Jakarta",Standard,1017,1.00,999999.00,0.00,77000.00,1
8334420,"DKI Jakarta",Economy,1017,0.10,1.00,44500.00,0.00,1
8334421,"DKI Jakarta",Economy,1017,1.00,999999.00,44500.00,44500.00,1
8334422,"DKI Jakarta",Standard,1019,1.00,1.00,0.00,0.00,1
8334423,"DKI Jakarta",Standard,1019,1.00,999999.00,0.00,77000.00,1
8334424,"DKI Jakarta",Economy,1019,0.10,1.00,44500.00,0.00,1
8334425,"DKI Jakarta",Economy,1019,1.00,999999.00,44500.00,44500.00,1
8334426,"DKI Jakarta",Standard,1020,1.00,1.00,0.00,0.00,1
8334427,"DKI Jakarta",Standard,1020,1.00,999999.00,0.00,77000.00,1
8334428,"DKI Jakarta",Economy,1020,0.10,1.00,58000.00,0.00,1
8334429,"DKI Jakarta",Economy,1020,1.00,999999.00,58000.00,58000.00,1
8334430,"DKI Jakarta",Standard,1021,1.00,1.00,0.00,0.00,1
8334431,"DKI Jakarta",Standard,1021,1.00,999999.00,0.00,77000.00,1
8334432,"DKI Jakarta",Economy,1021,0.10,1.00,44500.00,0.00,1
8334433,"DKI Jakarta",Economy,1021,1.00,999999.00,44500.00,44500.00,1
8334434,"DKI Jakarta",Standard,1022,1.00,1.00,0.00,0.00,1
8334435,"DKI Jakarta",Standard,1022,1.00,999999.00,0.00,61000.00,1
8334436,"DKI Jakarta",Economy,1022,0.10,1.00,44500.00,0.00,1
8334437,"DKI Jakarta",Economy,1022,1.00,999999.00,44500.00,44500.00,1
8334438,"DKI Jakarta",Standard,1023,1.00,1.00,0.00,0.00,1
8334439,"DKI Jakarta",Standard,1023,1.00,999999.00,0.00,77000.00,1
8334440,"DKI Jakarta",Economy,1023,0.10,1.00,44500.00,0.00,1
8334441,"DKI Jakarta",Economy,1023,1.00,999999.00,44500.00,44500.00,1
8334442,"DKI Jakarta",Standard,1024,1.00,1.00,0.00,0.00,1
8334443,"DKI Jakarta",Standard,1024,1.00,999999.00,0.00,61000.00,1
8334444,"DKI Jakarta",Economy,1024,0.10,1.00,44500.00,0.00,1
8334445,"DKI Jakarta",Economy,1024,1.00,999999.00,44500.00,44500.00,1
8334446,"DKI Jakarta",Standard,1025,1.00,1.00,0.00,0.00,1
8334447,"DKI Jakarta",Standard,1025,1.00,999999.00,0.00,77000.00,1
8334448,"DKI Jakarta",Economy,1025,0.10,1.00,44500.00,0.00,1
8334449,"DKI Jakarta",Economy,1025,1.00,999999.00,44500.00,44500.00,1
8334450,"DKI Jakarta",Standard,1026,1.00,1.00,0.00,0.00,1
8334451,"DKI Jakarta",Standard,1026,1.00,999999.00,0.00,77000.00,1
8334452,"DKI Jakarta",Economy,1026,0.10,1.00,44500.00,0.00,1
8334453,"DKI Jakarta",Economy,1026,1.00,999999.00,44500.00,44500.00,1
8334454,"DKI Jakarta",Standard,1027,1.00,1.00,0.00,0.00,1
8334455,"DKI Jakarta",Standard,1027,1.00,999999.00,0.00,61000.00,1
8334456,"DKI Jakarta",Economy,1027,0.10,1.00,44500.00,0.00,1
8334457,"DKI Jakarta",Economy,1027,1.00,999999.00,44500.00,44500.00,1
8334458,"DKI Jakarta",Standard,1028,1.00,1.00,0.00,0.00,1
8334459,"DKI Jakarta",Standard,1028,1.00,999999.00,0.00,61000.00,1
8334460,"DKI Jakarta",Economy,1028,0.10,1.00,44500.00,0.00,1
8334461,"DKI Jakarta",Economy,1028,1.00,999999.00,44500.00,44500.00,1
8334462,"DKI Jakarta",Standard,1029,1.00,1.00,0.00,0.00,1
8334463,"DKI Jakarta",Standard,1029,1.00,999999.00,0.00,77000.00,1
8334464,"DKI Jakarta",Economy,1029,0.10,1.00,44500.00,0.00,1
8334465,"DKI Jakarta",Economy,1029,1.00,999999.00,44500.00,44500.00,1
8334466,"DKI Jakarta",Standard,1030,1.00,1.00,0.00,0.00,1
8334467,"DKI Jakarta",Standard,1030,1.00,999999.00,0.00,77000.00,1
8334468,"DKI Jakarta",Economy,1030,0.10,1.00,58000.00,0.00,1
8334469,"DKI Jakarta",Economy,1030,1.00,999999.00,58000.00,58000.00,1
8334470,"DKI Jakarta",Standard,1031,1.00,1.00,0.00,0.00,1
8334471,"DKI Jakarta",Standard,1031,1.00,999999.00,0.00,61000.00,1
8334472,"DKI Jakarta",Economy,1031,0.10,1.00,44500.00,0.00,1
8334473,"DKI Jakarta",Economy,1031,1.00,999999.00,44500.00,44500.00,1
8334474,"DKI Jakarta",Standard,1032,1.00,1.00,0.00,0.00,1
8334475,"DKI Jakarta",Standard,1032,1.00,999999.00,0.00,61000.00,1
8334476,"DKI Jakarta",Economy,1032,0.10,1.00,44500.00,0.00,1
8334477,"DKI Jakarta",Economy,1032,1.00,999999.00,44500.00,44500.00,1
8334478,"DKI Jakarta",Standard,1033,1.00,1.00,0.00,0.00,1
8334479,"DKI Jakarta",Standard,1033,1.00,999999.00,0.00,61000.00,1
8334480,"DKI Jakarta",Economy,1033,0.10,1.00,44500.00,0.00,1
8334481,"DKI Jakarta",Economy,1033,1.00,999999.00,44500.00,44500.00,1
8334482,"DKI Jakarta",Standard,1034,1.00,1.00,0.00,0.00,1
8334483,"DKI Jakarta",Standard,1034,1.00,999999.00,0.00,61000.00,1
8334484,"DKI Jakarta",Economy,1034,0.10,1.00,44500.00,0.00,1
8334485,"DKI Jakarta",Economy,1034,1.00,999999.00,44500.00,44500.00,1
8334486,"DKI Jakarta",Standard,1035,1.00,1.00,0.00,0.00,1
8334487,"DKI Jakarta",Standard,1035,1.00,999999.00,0.00,61000.00,1
8334488,"DKI Jakarta",Economy,1035,0.10,1.00,44500.00,0.00,1
8334489,"DKI Jakarta",Economy,1035,1.00,999999.00,44500.00,44500.00,1
8334490,"DKI Jakarta",Standard,1037,1.00,1.00,0.00,0.00,1
8334491,"DKI Jakarta",Standard,1037,1.00,999999.00,0.00,77000.00,1
8334492,"DKI Jakarta",Economy,1037,0.10,1.00,44500.00,0.00,1
8334493,"DKI Jakarta",Economy,1037,1.00,999999.00,44500.00,44500.00,1
8334494,"DKI Jakarta",Standard,1038,1.00,1.00,0.00,0.00,1
8334495,"DKI Jakarta",Standard,1038,1.00,999999.00,0.00,77000.00,1
8334496,"DKI Jakarta",Economy,1038,0.10,1.00,44500.00,0.00,1
8334497,"DKI Jakarta",Economy,1038,1.00,999999.00,44500.00,44500.00,1
8334498,"DKI Jakarta",Standard,1039,1.00,1.00,0.00,0.00,1
8334499,"DKI Jakarta",Standard,1039,1.00,999999.00,0.00,77000.00,1
8334500,"DKI Jakarta",Economy,1039,0.10,1.00,44500.00,0.00,1
8334501,"DKI Jakarta",Economy,1039,1.00,999999.00,44500.00,44500.00,1
8334502,"DKI Jakarta",Standard,1040,1.00,1.00,0.00,0.00,1
8334503,"DKI Jakarta",Standard,1040,1.00,999999.00,0.00,77000.00,1
8334504,"DKI Jakarta",Economy,1040,0.10,1.00,44500.00,0.00,1
8334505,"DKI Jakarta",Economy,1040,1.00,999999.00,44500.00,44500.00,1
8334506,"DKI Jakarta",Standard,1041,1.00,1.00,0.00,0.00,1
8334507,"DKI Jakarta",Standard,1041,1.00,999999.00,0.00,77000.00,1
8334508,"DKI Jakarta",Economy,1041,0.10,1.00,44500.00,0.00,1
8334509,"DKI Jakarta",Economy,1041,1.00,999999.00,44500.00,44500.00,1
8334510,"DKI Jakarta",Standard,1042,1.00,1.00,0.00,0.00,1
8334511,"DKI Jakarta",Standard,1042,1.00,999999.00,0.00,77000.00,1
8334512,"DKI Jakarta",Economy,1042,0.10,1.00,44500.00,0.00,1
8334513,"DKI Jakarta",Economy,1042,1.00,999999.00,44500.00,44500.00,1
8334514,"DKI Jakarta",Standard,1043,1.00,1.00,0.00,0.00,1
8334515,"DKI Jakarta",Standard,1043,1.00,999999.00,0.00,77000.00,1
8334516,"DKI Jakarta",Economy,1043,0.10,1.00,44500.00,0.00,1
8334517,"DKI Jakarta",Economy,1043,1.00,999999.00,44500.00,44500.00,1
8334518,"DKI Jakarta",Standard,1044,1.00,1.00,0.00,0.00,1
8334519,"DKI Jakarta",Standard,1044,1.00,999999.00,0.00,77000.00,1
8334520,"DKI Jakarta",Economy,1044,0.10,1.00,44500.00,0.00,1
8334521,"DKI Jakarta",Economy,1044,1.00,999999.00,44500.00,44500.00,1
8334522,"DKI Jakarta",Standard,1045,1.00,1.00,0.00,0.00,1
8334523,"DKI Jakarta",Standard,1045,1.00,999999.00,0.00,77000.00,1
8334524,"DKI Jakarta",Economy,1045,0.10,1.00,44500.00,0.00,1
8334525,"DKI Jakarta",Economy,1045,1.00,999999.00,44500.00,44500.00,1
8334526,"DKI Jakarta",Standard,1046,1.00,1.00,0.00,0.00,1
8334527,"DKI Jakarta",Standard,1046,1.00,999999.00,0.00,77000.00,1
8334528,"DKI Jakarta",Economy,1046,0.10,1.00,44500.00,0.00,1
8334529,"DKI Jakarta",Economy,1046,1.00,999999.00,44500.00,44500.00,1
8334530,"DKI Jakarta",Standard,1047,1.00,1.00,0.00,0.00,1
8334531,"DKI Jakarta",Standard,1047,1.00,999999.00,0.00,77000.00,1
8334532,"DKI Jakarta",Economy,1047,0.10,1.00,44500.00,0.00,1
8334533,"DKI Jakarta",Economy,1047,1.00,999999.00,44500.00,44500.00,1
8334534,"DKI Jakarta",Standard,1048,1.00,1.00,0.00,0.00,1
8334535,"DKI Jakarta",Standard,1048,1.00,999999.00,0.00,61000.00,1
8334536,"DKI Jakarta",Economy,1048,0.10,1.00,44500.00,0.00,1
8334537,"DKI Jakarta",Economy,1048,1.00,999999.00,44500.00,44500.00,1
8334538,"DKI Jakarta",Standard,1049,1.00,1.00,0.00,0.00,1
8334539,"DKI Jakarta",Standard,1049,1.00,999999.00,0.00,77000.00,1
8334540,"DKI Jakarta",Economy,1049,0.10,1.00,44500.00,0.00,1
8334541,"DKI Jakarta",Economy,1049,1.00,999999.00,44500.00,44500.00,1
8334542,"DKI Jakarta",Standard,1050,1.00,1.00,0.00,0.00,1
8334543,"DKI Jakarta",Standard,1050,1.00,999999.00,0.00,77000.00,1
8334544,"DKI Jakarta",Economy,1050,0.10,1.00,44500.00,0.00,1
8334545,"DKI Jakarta",Economy,1050,1.00,999999.00,44500.00,44500.00,1
8334546,"DKI Jakarta",Standard,1051,1.00,1.00,0.00,0.00,1
8334547,"DKI Jakarta",Standard,1051,1.00,999999.00,0.00,77000.00,1
8334548,"DKI Jakarta",Economy,1051,0.10,1.00,44500.00,0.00,1
8334549,"DKI Jakarta",Economy,1051,1.00,999999.00,44500.00,44500.00,1
8334550,"DKI Jakarta",Standard,1052,1.00,1.00,0.00,0.00,1
8334551,"DKI Jakarta",Standard,1052,1.00,999999.00,0.00,77000.00,1
8334552,"DKI Jakarta",Economy,1052,0.10,1.00,44500.00,0.00,1
8334553,"DKI Jakarta",Economy,1052,1.00,999999.00,44500.00,44500.00,1
8334554,"DKI Jakarta",Standard,1053,1.00,1.00,0.00,0.00,1
8334555,"DKI Jakarta",Standard,1053,1.00,999999.00,0.00,77000.00,1
8334556,"DKI Jakarta",Economy,1053,0.10,1.00,44500.00,0.00,1
8334557,"DKI Jakarta",Economy,1053,1.00,999999.00,44500.00,44500.00,1
8334558,"DKI Jakarta",Standard,1054,1.00,1.00,0.00,0.00,1
8334559,"DKI Jakarta",Standard,1054,1.00,999999.00,0.00,77000.00,1
8334560,"DKI Jakarta",Economy,1054,0.10,1.00,44500.00,0.00,1
8334561,"DKI Jakarta",Economy,1054,1.00,999999.00,44500.00,44500.00,1
8334562,"DKI Jakarta",Standard,1055,1.00,1.00,0.00,0.00,1
8334563,"DKI Jakarta",Standard,1055,1.00,999999.00,0.00,77000.00,1
8334564,"DKI Jakarta",Economy,1055,0.10,1.00,44500.00,0.00,1
8334565,"DKI Jakarta",Economy,1055,1.00,999999.00,44500.00,44500.00,1
8334566,"DKI Jakarta",Standard,1057,1.00,1.00,0.00,0.00,1
8334567,"DKI Jakarta",Standard,1057,1.00,999999.00,0.00,77000.00,1
8334568,"DKI Jakarta",Economy,1057,0.10,1.00,47500.00,0.00,1
8334569,"DKI Jakarta",Economy,1057,1.00,999999.00,47500.00,47500.00,1
8334570,"DKI Jakarta",Standard,1058,1.00,1.00,0.00,0.00,1
8334571,"DKI Jakarta",Standard,1058,1.00,999999.00,0.00,77000.00,1
8334572,"DKI Jakarta",Economy,1058,0.10,1.00,44500.00,0.00,1
8334573,"DKI Jakarta",Economy,1058,1.00,999999.00,44500.00,44500.00,1
8334574,"DKI Jakarta",Standard,1059,1.00,1.00,0.00,0.00,1
8334575,"DKI Jakarta",Standard,1059,1.00,999999.00,0.00,77000.00,1
8334576,"DKI Jakarta",Economy,1059,0.10,1.00,44500.00,0.00,1
8334577,"DKI Jakarta",Economy,1059,1.00,999999.00,44500.00,44500.00,1
8334578,"DKI Jakarta",Standard,1060,1.00,1.00,0.00,0.00,1
8334579,"DKI Jakarta",Standard,1060,1.00,999999.00,0.00,77000.00,1
8334580,"DKI Jakarta",Economy,1060,0.10,1.00,44500.00,0.00,1
8334581,"DKI Jakarta",Economy,1060,1.00,999999.00,44500.00,44500.00,1
8334582,"DKI Jakarta",Standard,1061,1.00,1.00,0.00,0.00,1
8334583,"DKI Jakarta",Standard,1061,1.00,999999.00,0.00,77000.00,1
8334584,"DKI Jakarta",Economy,1061,0.10,1.00,47500.00,0.00,1
8334585,"DKI Jakarta",Economy,1061,1.00,999999.00,47500.00,47500.00,1
8334586,"DKI Jakarta",Standard,1062,1.00,1.00,0.00,0.00,1
8334587,"DKI Jakarta",Standard,1062,1.00,999999.00,0.00,77000.00,1
8334588,"DKI Jakarta",Economy,1062,0.10,1.00,44500.00,0.00,1
8334589,"DKI Jakarta",Economy,1062,1.00,999999.00,44500.00,44500.00,1
8334590,"DKI Jakarta",Standard,1063,1.00,1.00,0.00,0.00,1
8334591,"DKI Jakarta",Standard,1063,1.00,999999.00,0.00,77000.00,1
8334592,"DKI Jakarta",Economy,1063,0.10,1.00,47500.00,0.00,1
8334593,"DKI Jakarta",Economy,1063,1.00,999999.00,47500.00,47500.00,1
8334594,"DKI Jakarta",Standard,1064,1.00,1.00,0.00,0.00,1
8334595,"DKI Jakarta",Standard,1064,1.00,999999.00,0.00,77000.00,1
8334596,"DKI Jakarta",Economy,1064,0.10,1.00,47500.00,0.00,1
8334597,"DKI Jakarta",Economy,1064,1.00,999999.00,47500.00,47500.00,1
8334598,"DKI Jakarta",Standard,1065,1.00,1.00,0.00,0.00,1
8334599,"DKI Jakarta",Standard,1065,1.00,999999.00,0.00,77000.00,1
8334600,"DKI Jakarta",Economy,1065,0.10,1.00,44500.00,0.00,1
8334601,"DKI Jakarta",Economy,1065,1.00,999999.00,44500.00,44500.00,1
8334602,"DKI Jakarta",Standard,1066,1.00,1.00,0.00,0.00,1
8334603,"DKI Jakarta",Standard,1066,1.00,999999.00,0.00,77000.00,1
8334604,"DKI Jakarta",Economy,1066,0.10,1.00,44500.00,0.00,1
8334605,"DKI Jakarta",Economy,1066,1.00,999999.00,44500.00,44500.00,1
8334606,"DKI Jakarta",Standard,1067,1.00,1.00,0.00,0.00,1
8334607,"DKI Jakarta",Standard,1067,1.00,999999.00,0.00,77000.00,1
8334608,"DKI Jakarta",Economy,1067,0.10,1.00,44500.00,0.00,1
8334609,"DKI Jakarta",Economy,1067,1.00,999999.00,44500.00,44500.00,1
8334610,"DKI Jakarta",Standard,1068,1.00,1.00,0.00,0.00,1
8334611,"DKI Jakarta",Standard,1068,1.00,999999.00,0.00,77000.00,1
8334612,"DKI Jakarta",Economy,1068,0.10,1.00,44500.00,0.00,1
8334613,"DKI Jakarta",Economy,1068,1.00,999999.00,44500.00,44500.00,1
8334614,"DKI Jakarta",Standard,1069,1.00,1.00,0.00,0.00,1
8334615,"DKI Jakarta",Standard,1069,1.00,999999.00,0.00,77000.00,1
8334616,"DKI Jakarta",Economy,1069,0.10,1.00,44500.00,0.00,1
8334617,"DKI Jakarta",Economy,1069,1.00,999999.00,44500.00,44500.00,1
8334618,"DKI Jakarta",Standard,1070,1.00,1.00,0.00,0.00,1
8334619,"DKI Jakarta",Standard,1070,1.00,999999.00,0.00,77000.00,1
8334620,"DKI Jakarta",Economy,1070,0.10,1.00,44500.00,0.00,1
8334621,"DKI Jakarta",Economy,1070,1.00,999999.00,44500.00,44500.00,1
8334622,"DKI Jakarta",Standard,1071,1.00,1.00,0.00,0.00,1
8334623,"DKI Jakarta",Standard,1071,1.00,999999.00,0.00,77000.00,1
8334624,"DKI Jakarta",Economy,1071,0.10,1.00,44500.00,0.00,1
8334625,"DKI Jakarta",Economy,1071,1.00,999999.00,44500.00,44500.00,1
8334626,"DKI Jakarta",Standard,1072,1.00,1.00,0.00,0.00,1
8334627,"DKI Jakarta",Standard,1072,1.00,999999.00,0.00,77000.00,1
8334628,"DKI Jakarta",Economy,1072,0.10,1.00,47500.00,0.00,1
8334629,"DKI Jakarta",Economy,1072,1.00,999999.00,47500.00,47500.00,1
8334630,"DKI Jakarta",Standard,1073,1.00,1.00,0.00,0.00,1
8334631,"DKI Jakarta",Standard,1073,1.00,999999.00,0.00,77000.00,1
8334632,"DKI Jakarta",Economy,1073,0.10,1.00,44500.00,0.00,1
8334633,"DKI Jakarta",Economy,1073,1.00,999999.00,44500.00,44500.00,1
8334634,"DKI Jakarta",Standard,1074,1.00,1.00,0.00,0.00,1
8334635,"DKI Jakarta",Standard,1074,1.00,999999.00,0.00,77000.00,1
8334636,"DKI Jakarta",Economy,1074,0.10,1.00,44500.00,0.00,1
8334637,"DKI Jakarta",Economy,1074,1.00,999999.00,44500.00,44500.00,1
8334638,"DKI Jakarta",Standard,1075,1.00,1.00,0.00,0.00,1
8334639,"DKI Jakarta",Standard,1075,1.00,999999.00,0.00,77000.00,1
8334640,"DKI Jakarta",Economy,1075,0.10,1.00,44500.00,0.00,1
8334641,"DKI Jakarta",Economy,1075,1.00,999999.00,44500.00,44500.00,1
8334642,"DKI Jakarta",Standard,1077,1.00,1.00,0.00,0.00,1
8334643,"DKI Jakarta",Standard,1077,1.00,999999.00,0.00,77000.00,1
