Tax Class,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,General Commission,Lookup Cat. ID,Lookup Cat. Name,asd
local,Root Category,Cameras,Gadgets & Other Cameras,Security Cameras,Bullet Cameras,,,4.55,12507,Bullet Cameras,1
local,Root Category,Cameras,Gadgets & Other Cameras,Security Cameras,Dome Cameras,,,4.55,12508,Dome Cameras,1
local,Root Category,Cameras,Gadgets & Other Cameras,Security Cameras,Hidden Cameras,,,4.55,12509,Hidden Cameras,1
local,Root Category,Cameras,Gadgets & Other Cameras,Security Cameras,Dummy Cameras,,,4.55,12510,Dummy Cameras,1
local,Root Category,Cameras,Optics,,,,,8,12511,Optics,1
local,Root Category,Cameras,Optics,Monoculars,,,,8,12512,Monoculars,1
local,Root Category,Cameras,Optics,Telescopes,,,,8,12513,Telescopes,1
local,Root Category,Cameras,Optics,Binoculars,,,,8,12514,Binoculars,1
local,Root Category,Cameras,Lenses,,,,,0.91,12515,Lenses,1
local,Root Category,Cameras,Lenses,DSLRs Lenses,,,,0.91,12516,DSLRs Lenses,1
local,Root Category,Cameras,Lenses,Mirrorless Lenses,,,,0.91,12517,Mirrorless Lenses,1
local,Root Category,Cameras,Lenses,Lens Accessories,,,,0.91,12518,Lens Accessories,1
local,Root Category,Cameras,Lenses,Lens Accessories,Lens Hoods,,,0.91,12519,Lens Hoods,1
local,Root Category,Cameras,Lenses,Lens Accessories,Lens Cleaners,,,0.91,12520,Lens Cleaners,1
local,Root Category,Cameras,Lenses,Lens Accessories,Lens Caps,,,0.91,12521,Lens Caps,1
local,Root Category,Cameras,Lenses,Lens Accessories,Filters,,,0.91,12522,Filters,1
local,Root Category,Lazada Deals,DSLR Promo,,,,,7.27,12523,DSLR Promo,1
local,Root Category,Lazada Deals,Harga Termurah Se-Indonesia,,,,,7.27,12524,Harga Termurah Se-Indonesia,1
local,Root Category,Lazada Deals,Harga Termurah Se-Indonesia,Men,,,,7.27,12525,Men,1
local,Root Category,Lazada Deals,Harga Termurah Se-Indonesia,Women,,,,7.27,12526,Women,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Pria,,,,7.27,12528,Pria,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Pria,Gelang Pria,,,7.27,12529,Gelang Pria,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Pria,Cincin Pria,,,7.27,12530,Cincin Pria,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Pria,Kalung Pria,,,7.27,12531,Kalung Pria,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Wanita,Anting Wanita,,,7.27,12532,Anting Wanita,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Pria,Lainnya Pria,,,7.27,12533,Lainnya Pria,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Wanita,,,,7.27,12534,Wanita,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Wanita,Gelang Wanita,,,7.27,12535,Gelang Wanita,1
local,Root Category,Lazada Deals,Best Sellers,Electronics,Mobiles & Tablets,,,7.27,12536,Mobiles & Tablets,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Wanita,Cincin Wanita,,,7.27,12537,Cincin Wanita,1
local,Root Category,Lazada Deals,Best Sellers,Electronics,Computer & Laptops,,,7.27,12538,Computer & Laptops,1
local,Root Category,Lazada Deals,Best Sellers,Electronics,Promotion,,,7.27,12539,Promotion,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Wanita,Kalung Wanita,,,7.27,12540,Kalung Wanita,1
local,Root Category,Lazada Deals,Best Sellers,Home,Home & Living,,,7.27,12541,Home & Living,1
local,Root Category,Lazada Deals,Mega Sale Perhiasan,Wanita,Lainnya Wanita,,,7.27,12542,Lainnya Wanita,1
local,Root Category,Lazada Deals,Best Sellers,Home,Home Appliances,,,7.27,12543,Home Appliances,1
local,Root Category,Lazada Deals,Best Sellers,Fashion,Sports & Outdoor,,,7.27,12544,Sports & Outdoor,1
local,Root Category,Lazada Deals,Best Sellers,Fashion,Fashion,,,7.27,12546,Fashion,1
local,Root Category,Lazada Deals,Best Sellers,Electronics,,,,7.27,12547,Electronics,1
local,Root Category,Lazada Deals,Best Sellers,Hobbies,Autootives,,,7.27,12548,Autootives,1
local,Root Category,Cameras,Lenses,Other Lenses,,,,0.91,12549,Other Lenses,1
local,Root Category,Lazada Deals,Clearance Sale,A_Line,,,,7.27,12550,A_Line,1
local,Root Category,Lazada Deals,Clearance Sale,Red Line,,,,7.27,12551,Red Line,1
local,Root Category,Lazada Deals,Clearance Sale,Michael Kors,,,,7.27,12552,Michael Kors,1
local,Root Category,Lazada Deals,Clearance Sale,Invicta,,,,7.27,12553,Invicta,1
local,Root Category,Lazada Deals,Clearance Sale,Lucien Piccard,,,,7.27,12554,Lucien Piccard,1
local,Root Category,Lazada Deals,Best Sellers,Hobbies,"Media, Games &  Musik",,,7.27,12555,"Media, Games &  Musik",1
local,Root Category,Lazada Deals,Best Sellers,Hobbies,Groceries,,,7.27,12556,Groceries,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,,,,7.27,12557,Happy Halloween,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",,,7.27,12558,"Watches, Sunglasses, Jewellery",1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",Mens,,7.27,12559,Mens,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",Mens,Mens Watches,7.27,12560,Mens Watches,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",Mens,Mens Sunglasses,7.27,12561,Mens Sunglasses,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",Mens,Mens Jewellery,7.27,12562,Mens Jewellery,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",Womens,,7.27,12563,Womens,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",Womens,Womens Watches,7.27,12564,Womens Watches,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",Womens,Womens Sunglasses,7.27,12565,Womens Sunglasses,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,"Watches, Sunglasses, Jewellery",Womens,Womens Jewellery,7.27,12566,Womens Jewellery,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,,,7.27,12567,Fashion,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,Mens,,7.27,12568,Mens,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,Mens,Mens Apparel,7.27,12569,Mens Apparel,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,Mens,Mens Shoes,7.27,12570,Mens Shoes,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,Mens,Mens Bags,7.27,12571,Mens Bags,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,Womens,,7.27,12572,Womens,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,Womens,Womens Apparel,7.27,12573,Womens Apparel,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,Womens,Womens Shoes,7.27,12574,Womens Shoes,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Fashion,Womens,Womens Bags,7.27,12575,Womens Bags,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Costumes,,,7.27,12576,Costumes,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Sports,,,7.27,12577,Sports,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Sports,Apparel,,7.27,12578,Apparel,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Sports,Shoes,,7.27,12579,Shoes,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Sports,Bike,,7.27,12580,Bike,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Sports,Yoga & Fitness,,7.27,12581,Yoga & Fitness,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Travel & Luggage,,,7.27,12582,Travel & Luggage,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Travel & Luggage,Backpacks,,7.27,12583,Backpacks,1
local,Root Category,Lazada Deals,Halloween,Happy Halloween,Travel & Luggage,Luggage,,7.27,12584,Luggage,1
local,Root Category,Lazada Deals,Freeship,,,,,7.27,12585,Freeship,1
local,Root Category,Lazada Deals,Best Sellers,"Watches, Jewellery, & Sunglasses",,,,7.27,12586,"Watches, Jewellery, & Sunglasses",1
local,Root Category,Lazada Deals,Best Sellers,"Watches, Jewellery, & Sunglasses",dummy,,,7.27,12587,dummy,1
local,Root Category,Lazada Deals,Promo Gaming,,,,,7.27,12588,Promo Gaming,1
local,Root Category,Lazada Deals,Beli Mouse Nirkabel,,,,,7.27,12589,Beli Mouse Nirkabel,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Mens,,,7.27,12592,Mens,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Mens,Apparel,,7.27,12593,Apparel,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Mens,Bags,,7.27,12594,Bags,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Mens,Shoes,,7.27,12595,Shoes,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Womens,,,7.27,12596,Womens,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Womens,Apparel,,7.27,12597,Apparel,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Womens,Bags,,7.27,12598,Bags,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Womens,Shoes,,7.27,12599,Shoes,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Mens,,,7.27,12601,Mens,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Mens,Watches,,7.27,12602,Watches,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Mens,Sunglasses,,7.27,12603,Sunglasses,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Mens,Jewellery,,7.27,12604,Jewellery,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Womens,,,7.27,12605,Womens,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Womens,Watches,,7.27,12606,Watches,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Womens,Sunglasses,,7.27,12607,Sunglasses,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Womens,Jewellery,,7.27,12608,Jewellery,1
local,Root Category,Lazada Deals,Fashion Week,"Watches, Sunglasses, & Jewellery",Kids,,,7.27,12609,Kids,1
local,Root Category,Lazada Deals,Fashion Week,Sports,Shoes,,,7.27,12611,Shoes,1
local,Root Category,Lazada Deals,Fashion Week,Sports,Others,,,7.27,12612,Others,1
local,Root Category,Lazada Deals,Fashion Week,Sports,Clothing,,,7.27,12613,Clothing,1
local,Root Category,Lazada Deals,Watches Bogo,,,,,7.27,12614,Watches Bogo,1
local,Root Category,Lazada Deals,Fashion Week,Travel & Luggage,Luggage,,,7.27,12617,Luggage,1
local,Root Category,Lazada Deals,Fashion Week,Travel & Luggage,Backpack,,,7.27,12618,Backpack,1
local,Root Category,Lazada Deals,Fashion Week,Travel & Luggage,Slingbag,,,7.27,12619,Slingbag,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Boys,,,7.27,12620,Boys,1
local,Root Category,Lazada Deals,Fashion Week,Fashion,Girls,,,7.27,12621,Girls,1
local,Root Category,Lazada Deals,New App Celebration,EL 1,,,,7.27,12623,EL 1,1
local,Root Category,Lazada Deals,New App Celebration,EL 2,,,,7.27,12624,EL 2,1
local,Root Category,Lazada Deals,New App Celebration,Non Eletronik,,,,7.27,12625,Non Eletronik,1
local,Root Category,Lazada Deals,New App Celebration,Ultimate Tech,,,,7.27,12626,Ultimate Tech,1
local,Root Category,Lazada Deals,New App Celebration,Modern Home,,,,7.27,12627,Modern Home,1
local,Root Category,Lazada Deals,New App Celebration,One Trend,,,,7.27,12628,One Trend,1
local,Root Category,Lazada Deals,New App Celebration,Life like that,,,,7.27,12629,Life like that,1
local,Root Category,Lazada Deals,New App Celebration,Produk Terbaru,,,,7.27,12630,Produk Terbaru,1
local,Root Category,Lazada Deals,New App Celebration,Pengiriman Gratis,,,,7.27,12631,Pengiriman Gratis,1
local,Root Category,Lazada Deals,New App Celebration,Promo Harian,,,,7.27,12632,Promo Harian,1
local,Root Category,Lazada Deals,Promo Vitamin & Supplement,,,,,7.27,12633,Promo Vitamin & Supplement,1
local,Root Category,Lazada Deals,Birthday Gift Collection,,,,,7.27,12634,Birthday Gift Collection,1
local,Root Category,Lazada Deals,Koleksi Snack Import,,,,,7.27,12635,Koleksi Snack Import,1
local,Root Category,Lazada Deals,Lebih Sehat di 2016,,,,,7.27,12636,Lebih Sehat di 2016,1
local,Root Category,Lazada Deals,Lebih Sehat di 2016,Alar Cardio,,,,7.27,12637,Alar Cardio,1
local,Root Category,Lazada Deals,Lebih Sehat di 2016,Alat Angkat Beban,,,,7.27,12638,Alat Angkat Beban,1
local,Root Category,Lazada Deals,Lebih Sehat di 2016,Peralatan Fitness,,,,7.27,12639,Peralatan Fitness,1
local,Root Category,Lazada Deals,Travel Fair,,,,,7.27,12640,Travel Fair,1
local,Root Category,Lazada Deals,Travel Fair,Koper,,,,7.27,12641,Koper,1
local,Root Category,Lazada Deals,Travel Fair,Tas Travel,,,,7.27,12642,Tas Travel,1
local,Root Category,Lazada Deals,Travel Fair,Aksesoris Travel,,,,7.27,12643,Aksesoris Travel,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Media Games Music,,,,7.27,12644,Best Deals Media Games Music,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Computers Laptops,,,,7.27,12645,Best Deals Computers Laptops,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Home Appliances,,,,7.27,12646,Best Deals Home Appliances,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Home Living,,,,7.27,12647,Best Deals Home Living,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Sports Outdoors,,,,7.27,12648,Best Deals Sports Outdoors,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Watches,,,,7.27,12649,Best Deals Watches,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Fashion,,,,7.27,12650,Best Deals Fashion,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Cameras,,,,7.27,12651,Best Deals Cameras,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Consumer Electronics,,,,7.27,12652,Best Deals Consumer Electronics,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Lifestyle,,,,7.27,12653,Best Deals Lifestyle,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Travel Luggages,,,,7.27,12654,Best Deals Travel Luggages,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Mobile Tablets,,,,7.27,12655,Best Deals Mobile Tablets,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Groceries,,,,7.27,12656,Best Deals Groceries,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Toys Babies,,,,7.27,12657,Best Deals Toys Babies,1
local,Root Category,Lazada Deals,Best Sellers,Best Deals Health Beauty,,,,7.27,12658,Best Deals Health Beauty,1
local,Root Category,Lazada Deals,Mainan & Bayi Bonanza,Outdoor Fun,,,,7.27,12660,Outdoor Fun,1
local,Root Category,Lazada Deals,Mainan & Bayi Bonanza,Play Learn,,,,7.27,12661,Play Learn,1
local,Root Category,Lazada Deals,Mainan & Bayi Bonanza,Future Maker,,,,7.27,12662,Future Maker,1
local,Root Category,Lazada Deals,Mainan & Bayi Bonanza,Imagination Zone,,,,7.27,12663,Imagination Zone,1
local,Root Category,Lazada Deals,Mainan & Bayi Bonanza,Get Full,,,,7.27,12664,Get Full,1
local,Root Category,Lazada Deals,Mainan & Bayi Bonanza,Baby Essentials,,,,7.27,12665,Baby Essentials,1
local,Root Category,Lazada Deals,Mainan & Bayi Bonanza,On The Go,,,,7.27,12666,On The Go,1
local,Root Category,Lazada Deals,Mainan & Bayi Bonanza,Get Ready,,,,7.27,12667,Get Ready,1
local,Root Category,Lazada Deals,Mirrorless 0% Cicilan,,,,,7.27,12668,Mirrorless 0% Cicilan,1
local,Root Category,Lazada Deals,Gadger Series,Samsung Series,,,,7.27,12669,Samsung Series,1
local,Root Category,Lazada Deals,Gadger Series,Samsung Series,Galaxy S,,,7.27,12670,Galaxy S,1
local,Root Category,Lazada Deals,Gadger Series,Samsung Series,Galaxy Note,,,7.27,12671,Galaxy Note,1
local,Root Category,Lazada Deals,Gadger Series,Samsung Series,Galaxy A,,,7.27,12672,Galaxy A,1
local,Root Category,Lazada Deals,Gadger Series,Samsung Series,Galaxy E,,,7.27,12673,Galaxy E,1
local,Root Category,Lazada Deals,Gadger Series,Samsung Series,Galaxy J,,,7.27,12674,Galaxy J,1
local,Root Category,Lazada Deals,JBL Harman Kardon,,,,,7.27,12675,JBL Harman Kardon,1
local,Root Category,Lazada Deals,Huawei Fair,,,,,7.27,12676,Huawei Fair,1
local,Root Category,Lazada Deals,Mega TV Sales,,,,,7.27,12677,Mega TV Sales,1
local,Root Category,Lazada Deals,LG Best Deals,,,,,7.27,12678,LG Best Deals,1
local,Root Category,Lazada Deals,Streaming Media Players Promo,,,,,7.27,12679,Streaming Media Players Promo,1
local,Root Category,Travel & Luggage,Backpacks,Backpack trolleys,,,,7.27,12682,Backpack trolleys,1
local,Root Category,Travel & Luggage,Backpacks,Laptop Backpacks,,,,7.27,12684,Laptop Backpacks,1
local,Root Category,Travel & Luggage,Bags,,,,,7.27,12685,Bags,1
local,Root Category,Travel & Luggage,Bags,Travel totes,,,,7.27,12687,Travel totes,1
local,Root Category,Travel & Luggage,Bags,Weekender Bags,,,,7.27,12688,Weekender Bags,1
local,Root Category,Travel & Luggage,Bags,Weekender Bags,Women,,,7.27,12689,Women,1
local,Root Category,Travel & Luggage,Bags,Weekender Bags,Men,,,7.27,12690,Men,1
local,Root Category,Travel & Luggage,Bags,Waist bags,,,,7.27,12692,Waist bags,1
local,Root Category,Travel & Luggage,Bags,Foldable & Drawstring bags,,,,7.27,12693,Foldable & Drawstring bags,1
local,Root Category,Travel & Luggage,Bags,Foldable & Drawstring bags,Foldable bags,,,7.27,12694,Foldable bags,1
local,Root Category,Travel & Luggage,Bags,Diaper bags,,,,7.27,12696,Diaper bags,1
local,Root Category,Travel & Luggage,Bags,Camera bags,,,,7.27,12697,Camera bags,1
local,Root Category,Travel & Luggage,Kids on the go,,,,,7.27,12701,Kids on the go,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Suitcases,,,,7.27,12702,Kids Suitcases,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Backpacks,,,,7.27,12703,Kids Backpacks,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Backpacks,Girls,,,7.27,12704,Girls,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Backpacks,Boys,,,7.27,12705,Boys,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Bags,,,,7.27,12706,Kids Bags,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Bags,Kids Shoulder Bags,,,7.27,12707,Kids Shoulder Bags,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Bags,Kids Shoulder Bags,Girls,,7.27,12708,Girls,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Bags,Kids Shoulder Bags,Boys,,7.27,12709,Boys,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Bags,Kids Other Bags,,,7.27,12710,Kids Other Bags,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Bags,Kids Other Bags,Girls,,7.27,12711,Girls,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Bags,Kids Other Bags,Boys,,7.27,12712,Boys,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Bags,Kids Lunch Bags,,,7.27,12713,Kids Lunch Bags,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Accessories,,,,7.27,12714,Kids Accessories,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Accessories,Kids Water Bottles,,,7.27,12715,Kids Water Bottles,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Accessories,Kids Lunch Boxes,,,7.27,12716,Kids Lunch Boxes,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Accessories,Other Kids Accessories,,,7.27,12717,Other Kids Accessories,1
local,Root Category,Travel & Luggage,Kids on the go,Kids Backpack Trolleys,,,,7.27,12718,Kids Backpack Trolleys,1
local,Root Category,Travel & Luggage,Travel Accessories,Wallets,Security Wallets,,,7.27,12719,Security Wallets,1
local,Root Category,Travel & Luggage,Travel Accessories,Wallets,Travel Wallets,,,7.27,12720,Travel Wallets,1
local,Root Category,Travel & Luggage,Travel Accessories,Luggage protectors & covers,,,,7.27,12721,Luggage protectors & covers,1
local,Root Category,Travel & Luggage,Travel Accessories,Luggage protectors & covers,Suitcase covers,,,7.27,12723,Suitcase covers,1
local,Root Category,Travel & Luggage,Travel Accessories,Luggage Straps & Tags,,,,7.27,12724,Luggage Straps & Tags,1
local,Root Category,Travel & Luggage,Travel Accessories,Luggage Straps & Tags,Luggage Straps,,,7.27,12725,Luggage Straps,1
local,Root Category,Travel & Luggage,Travel Accessories,Luggage Straps & Tags,Luggage Tags,,,7.27,12726,Luggage Tags,1
local,Root Category,Travel & Luggage,Travel Accessories,Travel adapters & Converters,,,,7.27,12727,Travel adapters & Converters,1
local,Root Category,Travel & Luggage,Travel Accessories,Travel pillows & eye masks,,,,7.27,12728,Travel pillows & eye masks,1
local,Root Category,Travel & Luggage,Travel Accessories,Travel pillows & eye masks,Travel sets,,,7.27,12729,Travel sets,1
local,Root Category,Travel & Luggage,Travel Accessories,Travel pillows & eye masks,Travel pillows,,,7.27,12730,Travel pillows,1
local,Root Category,Travel & Luggage,Travel Accessories,Travel pillows & eye masks,Eye masks,,,7.27,12731,Eye masks,1
local,Root Category,Travel & Luggage,Travel Accessories,Travel pillows & eye masks,Ear plugs,,,7.27,12732,Ear plugs,1
local,Root Category,Travel & Luggage,Travel Accessories,Other Travel Accessories,,,,7.27,12733,Other Travel Accessories,1
local,Root Category,Lazada Deals,Aksesoris Campaign,,,,,7.27,12743,Aksesoris Campaign,1
local,Root Category,Lazada Deals,Samsung Campaign,,,,,7.27,12744,Samsung Campaign,1
local,Root Category,Lazada Deals,Eksklusif Crossborder,Eksklusif Crossborder Wasujew,Jewellery,,,7.27,12745,Jewellery,1
local,Root Category,Travel & Luggage,Laptop Bags & Cases,,,,,7.27,12746,Laptop Bags & Cases,1
local,Root Category,Travel & Luggage,Laptop Bags & Cases,Backpacks,,,,7.27,12747,Backpacks,1
local,Root Category,Travel & Luggage,Laptop Bags & Cases,Briefcases,,,,7.27,12748,Briefcases,1
local,Root Category,Travel & Luggage,Laptop Bags & Cases,Shoulder & Messenger Bags,,,,7.27,12749,Shoulder & Messenger Bags,1
local,Root Category,Travel & Luggage,Laptop Bags & Cases,Laptop cases,,,,7.27,12750,Laptop cases,1
local,Root Category,Lazada Deals,Spirit Adventure,,,,,7.27,12751,Spirit Adventure,1
local,Root Category,Lazada Deals,Spirit Adventure,Bersepeda,,,,7.27,12752,Bersepeda,1
local,Root Category,Lazada Deals,Spirit Adventure,Berkemah,,,,7.27,12753,Berkemah,1
local,Root Category,Lazada Deals,Spirit Adventure,Memancig,,,,7.27,12754,Memancig,1
local,Root Category,Lazada Deals,Lebih Sehat di 2016,Sepeda,,,,7.27,12755,Sepeda,1
local,Root Category,Lazada Deals,Lebih Sehat di 2016,Alat Outdoor,,,,7.27,12756,Alat Outdoor,1
local,Root Category,Lazada Deals,Backpack Festival,,,,,7.27,12757,Backpack Festival,1
local,Root Category,Lazada Deals,Backpack Festival,Tas Korea,,,,7.27,12758,Tas Korea,1
local,Root Category,Lazada Deals,Backpack Festival,Tas Laptop,,,,7.27,12759,Tas Laptop,1
local,Root Category,Lazada Deals,Backpack Festival,Tas Selempang,,,,7.27,12760,Tas Selempang,1
local,Root Category,Lazada Deals,Most Wanted Watches,,,,,7.27,12761,Most Wanted Watches,1
local,Root Category,Lazada Deals,Rumahku Istanaku,,,,,7.27,12762,Rumahku Istanaku,1
local,Root Category,Lazada Deals,Rumahku Istanaku,Furniture,,,,7.27,12763,Furniture,1
local,Root Category,Lazada Deals,Rumahku Istanaku,Perlengkapan Ranjang,,,,7.27,12764,Perlengkapan Ranjang,1
local,Root Category,Lazada Deals,Rumahku Istanaku,Perlengkapan Dapur,,,,7.27,12765,Perlengkapan Dapur,1
local,Root Category,Lazada Deals,Rumahku Istanaku,Perawatan Rumah,,,,7.27,12766,Perawatan Rumah,1
local,Root Category,Lazada Deals,Rumahku Istanaku,Lampu,,,,7.27,12767,Lampu,1
local,Root Category,Lazada Deals,Beauty Bomb,,,,,7.27,12769,Beauty Bomb,1
local,Root Category,Lazada Deals,Best Price Ever,Men,,,,7.27,12770,Men,1
local,Root Category,Lazada Deals,Best Price Ever,Womens,,,,7.27,12771,Womens,1
local,Root Category,Lazada Deals,Best Price Ever,Men,Watches,,,7.27,12772,Watches,1
local,Root Category,Lazada Deals,Best Price Ever,Men,Jewellery,,,7.27,12773,Jewellery,1
local,Root Category,Lazada Deals,Best Price Ever,Men,Sunglasses,,,7.27,12774,Sunglasses,1
local,Root Category,Lazada Deals,Best Price Ever,Womens,Watches,,,7.27,12775,Watches,1
local,Root Category,Lazada Deals,Best Price Ever,Womens,Jewellery,,,7.27,12776,Jewellery,1
local,Root Category,Lazada Deals,Best Price Ever,Womens,Sunglasses,,,7.27,12777,Sunglasses,1
local,Root Category,Lazada Deals,Promo L-Men & WRP,,,,,7.27,12778,Promo L-Men & WRP,1
local,Root Category,Lazada Deals,Original Brand Accesorries,,,,,7.27,12779,Original Brand Accesorries,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Automotive,,,,7.27,12781,Automotive,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Cameras,,,,7.27,12782,Cameras,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Computer & Laptops,,,,7.27,12783,Computer & Laptops,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Fashion,,,,7.27,12784,Fashion,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Groceries,,,,7.27,12785,Groceries,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Health & Beauty,,,,7.27,12786,Health & Beauty,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Home & Living,,,,7.27,12787,Home & Living,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Home Appliances,,,,7.27,12788,Home Appliances,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,"Media, Games, & Music",,,,7.27,12789,"Media, Games, & Music",1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Mobiles & Tables,,,,7.27,12790,Mobiles & Tables,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Sports & Outdoor,,,,7.27,12791,Sports & Outdoor,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Toys & Babies,,,,7.27,12792,Toys & Babies,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Travel & Luggage,,,,7.27,12793,Travel & Luggage,1
local,Root Category,Lazada Deals,Produk Murah Pilihan,"TV, Audio / Video, Gaming, Gadgets",,,,7.27,12794,"TV, Audio / Video, Gaming, Gadgets",1
local,Root Category,Lazada Deals,Produk Murah Pilihan,Watches,,,,7.27,12795,Watches,1
