Tax Class,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,General Commission,Lookup Cat. ID,Lookup Cat. Name,asd
local,Root Category,Home & Living,Stationery,Calculators,Printing,,,5.45,4620,Printing,1
local,Root Category,Home & Living,Stationery,Paper Products,,,,5.45,4622,Paper Products,1
local,Root Category,Home & Living,Home Improvement,Hardware,Adhesives & Sealers,Tape,,5.45,4623,Tape,1
local,Root Category,Home & Living,Home Improvement,Hardware,Adhesives & Sealers,Duct Tape,,5.45,4625,Duct Tape,1
local,Root Category,Home & Living,Stationery,Paper Products,Diaries,,,5.45,4626,Diaries,1
local,Root Category,Home & Living,Stationery,Paper Products,Notebooks,,,5.45,4628,Notebooks,1
local,Root Category,Home & Living,Home Improvement,Hardware,Tarps & Tie-Downs,,,5.45,4629,Tarps & Tie-Downs,1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,,,,5.45,4630,Lawn & Garden,1
local,Root Category,Home & Living,Home Improvement,Hardware,Tarps & Tie-Downs,Ratcheting,,5.45,4631,Ratcheting,1
local,Root Category,Home & Living,Stationery,Paper Products,Journals,,,5.45,4632,Journals,1
local,Root Category,Home & Living,Home Improvement,Hardware,Tarps & Tie-Downs,Tarps,,5.45,4633,Tarps,1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Tools,,,5.45,4635,Gardening Tools,1
local,Root Category,Home & Living,Stationery,Paper Products,Memo Pads,,,5.45,4636,Memo Pads,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,,,,5.45,4638,Arts & Crafts,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Art Sets,,,5.45,4640,Art Sets,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Paints & Brushes,,,5.45,4643,Paints & Brushes,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Paletter,,,5.45,4646,Paletter,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Sketch Pens,,,5.45,4647,Sketch Pens,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,,,,5.45,4649,Safety & Security,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Ear Protection,,5.45,4651,Ear Protection,1
local,Root Category,Home & Living,Storage & Organisation,Foldable Wardrobes,,,,5.45,4652,Foldable Wardrobes,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Canvases,,,5.45,4653,Canvases,1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Arbours & Trellises,,,5.45,4654,Arbours & Trellises,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Eye Protection,,5.45,4655,Eye Protection,1
local,Root Category,Home & Living,Storage & Organisation,Clothes Organizers,,,,5.45,4656,Clothes Organizers,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,"Helmets, Hardhats & Headgear",,5.45,4657,"Helmets, Hardhats & Headgear",1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Products,"Soils, Fertilisers & Mulches",,5.45,4658,"Soils, Fertilisers & Mulches",1
local,Root Category,Home & Living,Home Decor,Other Home Decorations,Jewellery Armoires & Boxes,,,5.45,4659,Jewellery Armoires & Boxes,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Knee & Elbow Pads,,5.45,4660,Knee & Elbow Pads,1
local,Root Category,Home & Living,Home Decor,Other Home Decorations,Jewellery Armoires & Boxes,Jewellery Boxes,,5.45,4661,Jewellery Boxes,1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Products,Lawn & Plant Care,,5.45,4662,Lawn & Plant Care,1
local,Root Category,Home & Living,Home Decor,Other Home Decorations,Jewellery Armoires & Boxes,Jewellery Armoires,,5.45,4663,Jewellery Armoires,1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Products,Plants & Seeds,,5.45,4664,Plants & Seeds,1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Gardening Products,Weed & Pest Control,,5.45,4665,Weed & Pest Control,1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,Watering Systems,,,5.45,4666,Watering Systems,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Masks & Filters,,5.45,4667,Masks & Filters,1
local,Root Category,Home & Living,Outdoor & Garden,Lawn & Garden,"Gates, Posts & Fencing",,,5.45,4668,"Gates, Posts & Fencing",1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Drawing Papers,,,5.45,4671,Drawing Papers,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,Safety Cones & Tape,,5.45,4674,Safety Cones & Tape,1
local,Root Category,Home & Living,Stationery,Writing Utensils,Erasers & Correctionals,,,5.45,4675,Erasers & Correctionals,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Charcoal & Graphite,,,5.45,4679,Charcoal & Graphite,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Mediums & Varnishes,,,5.45,4681,Mediums & Varnishes,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Accessories,,,5.45,4682,Accessories,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,Pastel & Crayons,,,5.45,4683,Pastel & Crayons,1
local,Root Category,Home & Living,Stationery,Arts & Crafts,"Spatula, Knives & Tools",,,5.45,4684,"Spatula, Knives & Tools",1
local,Root Category,Home & Living,Stationery,School & Office Accessories,School Sets,,,5.45,4686,School Sets,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Work Safety Equipment,,,5.45,4687,Work Safety Equipment,1
local,Root Category,Home & Living,Stationery,Writing Utensils,Markers & Highlighters,,,5.45,4700,Markers & Highlighters,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,,,5.45,4701,Tool Belts & Workwear,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Aprons,,5.45,4704,Work Aprons,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,Geometry & Pencil Boxes,,,5.45,4705,Geometry & Pencil Boxes,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,School Accessories,,,5.45,4707,School Accessories,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Coveralls & Scrubs,,5.45,4709,Coveralls & Scrubs,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,,,,5.45,4710,School & Office Accessories,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Gloves,,5.45,4711,Gloves,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Jackets,,5.45,4713,Work Jackets,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Pants,,5.45,4715,Work Pants,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Rain Gear,,5.45,4716,Rain Gear,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Shirts,,5.45,4717,Work Shirts,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Supports & Harnesses,,5.45,4718,Supports & Harnesses,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Tool Belts,,5.45,4719,Tool Belts,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Vests,,5.45,4721,Work Vests,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Winter Gear,,5.45,4722,Winter Gear,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,Boards & Dusters,,,5.45,4723,Boards & Dusters,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,"Tapes, Glue & Adhesives",,,5.45,4724,"Tapes, Glue & Adhesives",1
local,Root Category,Home & Living,Stationery,School & Office Accessories,Paper Shredders,,,5.45,4727,Paper Shredders,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,Files & Folders,,,5.45,4728,Files & Folders,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,Desk Organizers,,,5.45,4729,Desk Organizers,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,Punches & Punching Machines,,,5.45,4730,Punches & Punching Machines,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,Scissors & Cutters,,,5.45,4732,Scissors & Cutters,1
local,Root Category,Home & Living,Home Improvement,Rechargeable & Flashlights,,,,5.45,4741,Rechargeable & Flashlights,1
local,Root Category,Home & Living,Stationery,School & Office Accessories,Staplers & Removers,,,5.45,4750,Staplers & Removers,1
local,Root Category,Home & Living,Stationery,Novelty,,,,5.45,4758,Novelty,1
local,Root Category,Home & Living,Stationery,Novelty,Cards & Tags,,,5.45,4761,Cards & Tags,1
local,Root Category,Home & Living,Stationery,Novelty,Gift Wrappers and Gift Bags,,,5.45,4763,Gift Wrappers and Gift Bags,1
local,Root Category,Home & Living,Stationery,Novelty,Book Accessories,,,5.45,4765,Book Accessories,1
local,Root Category,Home & Living,Stationery,Novelty,Novelty Gifts,,,5.45,4767,Novelty Gifts,1
local,Root Category,Home & Living,Stationery,Novelty,Photo Albums,,,5.45,4770,Photo Albums,1
local,Root Category,Home & Living,Home Improvement,Electrical,,,,5.45,4780,Electrical,1
local,Root Category,Home & Living,Home Improvement,Electrical,Insect Killers,,,5.45,4781,Insect Killers,1
local,Root Category,Home & Living,Home Improvement,Tools & Garage,,,,5.45,4784,Tools & Garage,1
local,Root Category,Home & Living,Home Improvement,Tools & Garage,Garage Floors & Mats,,,5.45,4787,Garage Floors & Mats,1
local,Root Category,Home & Living,Home Improvement,Tools & Garage,Slatwall & Hooks,,,5.45,4791,Slatwall & Hooks,1
local,Root Category,Home & Living,Home Improvement,Tools & Garage,Tool Holders,,,5.45,4800,Tool Holders,1
local,Root Category,Home & Living,Home Improvement,Tools & Garage,Vehicle Ports,,,5.45,4803,Vehicle Ports,1
local,Root Category,Home & Living,Home Improvement,Tools & Garage,Workbenches,,,5.45,4805,Workbenches,1
local,Root Category,Home & Living,Lighting,Outdoor Lighting,Outdoor Pendants,,,5.45,4835,Outdoor Pendants,1
local,Root Category,Home & Living,Lighting,Outdoor Lighting,Step Lights,,,5.45,4836,Step Lights,1
local,Root Category,Home & Living,Home Decor,Rugs & Carpets,Kitchen Rugs,,,5.45,4837,Kitchen Rugs,1
local,Root Category,Home & Living,Bedding,Pillows & Bolsters,Specialty Pillows,,,5.45,4839,Specialty Pillows,1
local,Root Category,Home & Living,Bath,Bathroom Accessories,Bathroom Mirrors,,,5.45,4840,Bathroom Mirrors,1
local,Root Category,Home & Living,Outdoor & Garden,Outdoor Furniture,Outdoor Chairs,Adirondack Chairs,,5.45,4841,Adirondack Chairs,1
local,Root Category,Home & Living,Home Improvement,Kitchen Fixtures,Non-Electric Stand Water Dispensers & Coolers,,,5.45,4842,Non-Electric Stand Water Dispensers & Coolers,1
local,Root Category,Home & Living,Home Improvement,Flooring,Bamboo Flooring,,,5.45,4844,Bamboo Flooring,1
local,Root Category,Home & Living,Home Improvement,Safety & Security,Tool Belts & Workwear,Work Shorts,,5.45,4845,Work Shorts,1
local,Root Category,"Media, Music & Books",Musical Instruments,Instrument Accessories ,,,,2.27,4908,Instrument Accessories ,1
local,Root Category,"Media, Music & Books",Musical Instruments,Guitars,Acoustic Guitars,,,2.27,4909,Acoustic Guitars,1
local,Root Category,Fashion,Men,,,,,7.27,4915,Men,1
local,Root Category,Fashion,Men,Shoes,,,,7.27,4916,Shoes,1
local,Root Category,Fashion,Men,Shoes,Sneakers,,,7.27,4917,Sneakers,1
local,Root Category,Fashion,Men,Clothing,,,,7.27,4920,Clothing,1
local,Root Category,Fashion,Men,Clothing,Swimwear,,,7.27,4921,Swimwear,1
local,Root Category,Fashion,Men,Bags,,,,7.27,4928,Bags,1
local,Root Category,Fashion,Men,Bags,Backpacks,,,7.27,4930,Backpacks,1
local,Root Category,Fashion,Men,Accessories,,,,7.27,4931,Accessories,1
local,Root Category,Fashion,Men,Accessories,Belts,,,7.27,4933,Belts,1
local,Root Category,Fashion,Men,Accessories,Hats,,,7.27,4934,Hats,1
local,Root Category,Fashion,Men,Accessories,Scarves,,,7.27,4935,Scarves,1
local,Root Category,Fashion,Men,Accessories,Ties & Bow Ties,,,7.27,4936,Ties & Bow Ties,1
local,Root Category,Fashion,Men,Accessories,Cufflinks,,,7.27,4937,Cufflinks,1
local,Root Category,Fashion,Women,,,,,7.27,4938,Women,1
local,Root Category,Fashion,Women,Shoes,,,,7.27,4949,Shoes,1
local,Root Category,Fashion,Women,Shoes,Sandals,,,7.27,4950,Sandals,1
local,Root Category,Fashion,Women,Shoes,Sneakers,,,7.27,4951,Sneakers,1
local,Root Category,Fashion,Women,Shoes,Flat Shoes,,,7.27,4952,Flat Shoes,1
local,Root Category,Fashion,Women,Shoes,Heels,,,7.27,4953,Heels,1
local,Root Category,Fashion,Women,Shoes,Boots,,,7.27,4954,Boots,1
local,Root Category,Fashion,Women,Shoes,Wedges,,,7.27,4955,Wedges,1
local,Root Category,Fashion,Women,Clothing,,,,7.27,4957,Clothing,1
local,Root Category,Fashion,Women,Clothing,Jackets & Coats,,,7.27,4961,Jackets & Coats,1
local,Root Category,Fashion,Women,Clothing,Dresses,,,7.27,4962,Dresses,1
local,Root Category,Fashion,Women,Clothing,Skirts,,,7.27,4963,Skirts,1
local,Root Category,Fashion,Women,Clothing,Socks & Tights,,,7.27,4965,Socks & Tights,1
local,Root Category,Fashion,Women,Clothing,Swimwear & Beachwear,,,7.27,4966,Swimwear & Beachwear,1
local,Root Category,Fashion,Women,Bags,,,,7.27,4968,Bags,1
local,Root Category,Fashion,Women,Bags,Tote Bags,,,7.27,4969,Tote Bags,1
local,Root Category,Fashion,Women,Bags,Top-Handle Bags,,,7.27,4970,Top-Handle Bags,1
local,Root Category,Fashion,Women,Bags,Clutches,,,7.27,4975,Clutches,1
local,Root Category,Fashion,Women,Bags,Backpacks,,,7.27,4976,Backpacks,1
local,Root Category,Fashion,Women,Accessories,,,,7.27,4978,Accessories,1
local,Root Category,Fashion,Women,Accessories,Umbrellas,,,7.27,4980,Umbrellas,1
local,Root Category,Fashion,Women,Accessories,Belts,,,7.27,4982,Belts,1
local,Root Category,Fashion,Women,Accessories,Hats,,,7.27,4983,Hats,1
local,Root Category,Fashion,Women,Accessories,Scarves,,,7.27,4985,Scarves,1
local,Root Category,Fashion,Women,Accessories,Hair Accessories,,,7.27,4986,Hair Accessories,1
local,Root Category,Cameras,Gadgets & Other Cameras,,,,,4.55,5010,Gadgets & Other Cameras,1
local,Root Category,Cameras,Gadgets & Other Cameras,Toy Cameras,,,,4.55,5012,Toy Cameras,1
local,Root Category,Cameras,Gadgets & Other Cameras,Mini Cameras,,,,4.55,5014,Mini Cameras,1
local,Root Category,Home Appliances,Cooling & Heating,"Air Purifiers, Dehumidifiers & Humidifiers",Air Purifiers,,,3.63,5016,Air Purifiers,1
local,Root Category,Home Appliances,Cooling & Heating,"Air Purifiers, Dehumidifiers & Humidifiers",Dehumidifiers,,,3.63,5017,Dehumidifiers,1
local,Root Category,Home Appliances,Cooling & Heating,"Air Purifiers, Dehumidifiers & Humidifiers",Humidifiers,,,3.63,5018,Humidifiers,1
local,Root Category,Home Appliances,Cooling & Heating,Fans,Stand Fans ,,,3.63,5020,Stand Fans ,1
local,Root Category,Home Appliances,Cooling & Heating,Fans,Table Fans ,,,3.63,5022,Table Fans ,1
local,Root Category,Home Appliances,Cooling & Heating,Fans,Bladeless Fans ,,,3.63,5024,Bladeless Fans ,1
local,Root Category,Home Appliances,Garment Care,Irons,Dry Irons ,,,3.63,5025,Dry Irons ,1
local,Root Category,Home Appliances,Garment Care,Irons,Steam Irons,,,3.63,5026,Steam Irons,1
local,Root Category,Home Appliances,Garment Care,Garment Steamers,Stand Type Garment Steamers,,,3.63,5027,Stand Type Garment Steamers,1
local,Root Category,Home Appliances,Housekeeping,Vacuum Cleaners,Robotic Vacuum Cleaners ,,,3.63,5031,Robotic Vacuum Cleaners ,1
local,Root Category,Home Appliances,Large Appliances,Wine Cellars,,,,2.72,5036,Wine Cellars,1
local,Root Category,Cameras,Camera Accessories,Dry Box,,,,4.54,5040,Dry Box,1
local,Root Category,Cameras,Camera Accessories,Lighting & Studio Equipment,,,,4.54,5041,Lighting & Studio Equipment,1
local,Root Category,Cameras,Camera Accessories,Films,,,,4.54,5042,Films,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Food Preparation,Blenders,,,3.63,5044,Blenders,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Food Preparation,Hand Blenders ,,,3.63,5045,Hand Blenders ,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Food Preparation,Mixers,,,3.63,5046,Mixers,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Food Preparation,Grinders,,,3.63,5047,Grinders,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Coffee Machines & Accessories,Automatic Coffee Machines,,,3.63,5048,Automatic Coffee Machines,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Coffee Machines & Accessories,Manual Coffee Machines ,,,3.63,5049,Manual Coffee Machines ,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Coffee Machines & Accessories,Coffee Grinders ,,,3.63,5051,Coffee Grinders ,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Coffee Machines & Accessories,Coffee Supplies ,,,3.63,5052,Coffee Supplies ,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Electric Kettles & Thermo Pots,Electric Kettles,,,3.63,5054,Electric Kettles,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Electric Kettles & Thermo Pots,Thermo Pots,,,3.63,5055,Thermo Pots,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Electric Knives & Sharpeners,Electric Knives ,,,3.63,5056,Electric Knives ,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Cooktops,,,,3.63,5057,Cooktops,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Cooktops,Induction Cooktops,,,3.63,5058,Induction Cooktops,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Cooktops,Electric Stoves ,,,3.63,5059,Electric Stoves ,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Cooktops,Gas Stoves ,,,3.63,5060,Gas Stoves ,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Rice Cookers & Steamers,Rice Cookers,Conventional Rice Cooker,,3.63,5069,Conventional Rice Cooker,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Rice Cookers & Steamers,Rice Cookers,Fuzzy Logic Rice Cookers,,3.63,5070,Fuzzy Logic Rice Cookers,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Rice Cookers & Steamers,Electric Pressure cookers,,,3.63,5071,Electric Pressure cookers,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Toasters & Sandwich Makers,Sandwich Makers,,,3.63,5072,Sandwich Makers,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Toasters & Sandwich Makers,Toasters,,,3.63,5073,Toasters,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Specialty Cookware,Bread Makers,,,3.63,5074,Bread Makers,1
local,Root Category,Home Appliances,Small Kitchen Appliances,Specialty Cookware,Pasta & Noodle Makers,,,3.63,5076,Pasta & Noodle Makers,1
local,Root Category,"TV, Audio / Video, Gaming & Wearables",Audio,Headphones & Headsets,On-ear Headphones,,,2.27,5114,On-ear Headphones,1
local,Root Category,Travel & Luggage,Luggage,Suitcases,,,,7.27,5125,Suitcases,1
local,Root Category,Travel & Luggage,Luggage,Luggage Sets,,,,7.27,5129,Luggage Sets,1
local,Root Category,Health & Beauty,Food Supplements,Sports Nutrition,Weight Gainer & Mass Gainer,,,0.9,5157,Weight Gainer & Mass Gainer,1
local,Root Category,Health & Beauty,Hair Care,Hair Treatments,Scalp Care,,,5.45,5159,Scalp Care,1
local,Root Category,Health & Beauty,Personal Care,Eye Care,Contact Lens Care & Accessories,,,5.45,5161,Contact Lens Care & Accessories,1
local,Root Category,Health & Beauty,Personal Care,Eye Care,Contact Lens,,,5.45,5162,Contact Lens,1
local,Root Category,Health & Beauty,Personal Care,Eye Care,Contact Lens,Clear Lens,,5.45,5163,Clear Lens,1
local,Root Category,Health & Beauty,Personal Care,Eye Care,Contact Lens,Color Lens,,5.45,5164,Color Lens,1
local,Root Category,"TV, Audio / Video, Gaming & Wearables",Gadgets,,,,,2.72,5194,Gadgets,1
local,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Thermal Flasks,,5.45,5202,Thermal Flasks,1
local,Root Category,Home & Living,Kitchen & Dining,Kitchen Tools & Accessories,Kitchen Accessories,Water Bottles,,5.45,5203,Water Bottles,1
local,Root Category,Home & Living,Home Decor,Wall Art,Paintings,,,5.45,5204,Paintings,1
local,Root Category,Home & Living,Furniture,Living Room Furniture,Chairs,Bean Bag Chairs,,5.45,5205,Bean Bag Chairs,1
local,Root Category,Sports & Outdoors,Racquet Sports,Tennis,,,,7.27,5224,Tennis,1
local,Root Category,Sports & Outdoors,Racquet Sports,Tennis,Racquets,,,7.27,5225,Racquets,1
local,Root Category,Sports & Outdoors,Racquet Sports,Squash,,,,7.27,5227,Squash,1
local,Root Category,Sports & Outdoors,Team Sports,,,,,7.27,5230,Team Sports,1
local,Root Category,Sports & Outdoors,Team Sports,Basketball,,,,7.27,5231,Basketball,1
local,Root Category,Sports & Outdoors,Team Sports,Volleyball,,,,7.27,5236,Volleyball,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,,,,,7.27,5249,Outdoor Recreation,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Golf,Golf Clubs,,,7.27,5254,Golf Clubs,1
local,Root Category,Sports & Outdoors,Racquet Sports,Golf,Balls,,,7.27,5255,Balls,1
local,Root Category,Sports & Outdoors,Racquet Sports,Swimming,Goggles,,,7.27,5259,Goggles,1
local,Root Category,Sports & Outdoors,Racquet Sports,Swimming,Accessories,Nose Clips & Ear Plugs,,7.27,5260,Nose Clips & Ear Plugs,1
local,Root Category,Sports & Outdoors,Racquet Sports,Swimming,Swim Caps,,,7.27,5261,Swim Caps,1
local,Root Category,Sports & Outdoors,Racquet Sports,Swimming,Apparel,,,7.27,5262,Apparel,1
local,Root Category,Sports & Outdoors,Racquet Sports,Swimming,Towels,,,7.27,5264,Towels,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Water Sports,Diving & Snorkeling,Snorkels,,7.27,5265,Snorkels,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Water Sports,Diving & Snorkeling,Swimming Fins,,7.27,5266,Swimming Fins,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Water Sports,Diving & Snorkeling,Masks,,7.27,5267,Masks,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Water Sports,Wetsuits & Drysuits,,,7.27,5269,Wetsuits & Drysuits,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Water Sports,Diving & Snorkeling,Diving & Snorkeling Accessories,,7.27,5275,Diving & Snorkeling Accessories,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Cycling,Bikes,,,7.27,5278,Bikes,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Cycling,Bikes,Road Bikes,,7.27,5279,Road Bikes,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Cycling,Bikes,Kids Bikes,,7.27,5280,Kids Bikes,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Cycling,Bikes,Folding Bikes,,7.27,5281,Folding Bikes,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Cycling,Cycling Accessories,Lights & Reflectors,,7.27,5294,Lights & Reflectors,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Cycling,Cycling Accessories,Bike Locks,,7.27,5295,Bike Locks,1
local,Root Category,Sports & Outdoors,Outdoor Recreation,Cycling,Cycling Accessories,GPS & Performance Trackers,,7.27,5303,GPS & Performance Trackers,1
local,Root Category,Sports & Outdoors,Exercise & Fitness,Cardio Training Equipment,Treadmills,,,7.27,5314,Treadmills,1
local,Root Category,Sports & Outdoors,Exercise & Fitness,Cardio Training Equipment,Exercise Bikes,,,7.27,5316,Exercise Bikes,1
local,Root Category,Sports & Outdoors,Exercise & Fitness,Strength Training Equipment,,,,7.27,5318,Strength Training Equipment,1
local,Root Category,Sports & Outdoors,Exercise & Fitness,Yoga,,,,7.27,5340,Yoga,1
local,Root Category,Sports & Outdoors,Exercise & Fitness,Yoga,Mats,,,7.27,5341,Mats,1
local,Root Category,Sports & Outdoors,Shoes & Clothing,Men,Sports Shoes,Football Shoes,,7.27,5354,Football Shoes,1
local,Root Category,Lazada Deals,,,,,,7.27,5360,Lazada Deals,1
local,Root Category,Mobiles & Tablets,Hot Deals Mobiles & Tablets,,,,,7.27,5382,Hot Deals Mobiles & Tablets,1
local,Root Category,Sports & Outdoors,Shoes & Clothing,Men,Sports Shoes,Futsal Shoes,,7.27,5384,Futsal Shoes,1
local,Root Category,Health & Beauty,Personal Care,Feminine Care,Female Moisturizers,,,5.45,5404,Female Moisturizers,1
local,Root Category,Health & Beauty,Health & Beauty Tools,Skin Care Tools,Face,,,5.45,5405,Face,1
local,Root Category,Health & Beauty,Health & Beauty Tools,Skin Care Tools,Body,,,5.45,5406,Body,1
local,Root Category,Health & Beauty,Health & Beauty Tools,Hair Removal Appliances,Accessories,,,5.45,5408,Accessories,1
local,Root Category,Lazada Deals,Lazada Anniversary,,,,,7.27,5429,Lazada Anniversary,1
local,Root Category,"Media, Music & Books",Musical Instruments,Guitars,,,,2.27,5554,Guitars,1
local,Root Category,Lazada Deals,Back to School,High-Tech,Aksesoris,,,7.27,5579,Aksesoris,1
local,Root Category,Lazada Deals,Back to School,High-Tech,Kalkulator,,,7.27,5580,Kalkulator,1
local,Root Category,Lazada Deals,Back to School,High-Tech,Laptop,,,7.27,5581,Laptop,1
local,Root Category,Lazada Deals,Back to School,High-Tech,Handphone,,,7.27,5582,Handphone,1
local,Root Category,Lazada Deals,Back to School,High-Tech,Kamera,,,7.27,5583,Kamera,1
local,Root Category,Lazada Deals,Back to School,High-Tech,Printer,,,7.27,5584,Printer,1
local,Root Category,Lazada Deals,Back to School,Pack-It-Up,Ransel,,,7.27,5585,Ransel,1
local,Root Category,Lazada Deals,Back to School,Pack-It-Up,Ransel Anak,,,7.27,5586,Ransel Anak,1
local,Root Category,Lazada Deals,Back to School,Pack-It-Up,Tas Kamera,,,7.27,5587,Tas Kamera,1
local,Root Category,Lazada Deals,Back to School,Pack-It-Up,Tas Laptop,,,7.27,5588,Tas Laptop,1
local,Root Category,Lazada Deals,Back to School,Pack-It-Up,Tempat Penyimpanan,,,7.27,5589,Tempat Penyimpanan,1
local,Root Category,Lazada Deals,Back to School,Pack-It-Up,Koper,,,7.27,5590,Koper,1
local,Root Category,Lazada Deals,Back to School,New Style,Jam Tangan,,,7.27,5591,Jam Tangan,1
local,Root Category,Lazada Deals,Back to School,New Style,Women Handbag,,,7.27,5592,Women Handbag,1
local,Root Category,Lazada Deals,Back to School,New Style,Men's Handbag,,,7.27,5593,Men's Handbag,1
local,Root Category,Lazada Deals,Back to School,New Style,Kids & Babies,,,7.27,5594,Kids & Babies,1
local,Root Category,Lazada Deals,Back to School,New Style,Perfume,,,7.27,5595,Perfume,1
local,Root Category,Lazada Deals,Back to School,New Style,Shoes,,,7.27,5596,Shoes,1
local,Root Category,Lazada Deals,Back to School,Extra Curricular Activities,Babies,,,7.27,5597,Babies,1
local,Root Category,Lazada Deals,Back to School,Extra Curricular Activities,Musik,,,7.27,5598,Musik,1
local,Root Category,Lazada Deals,Back to School,Extra Curricular Activities,Toys,,,7.27,5599,Toys,1
