id_shipping_fee_rate_card_kg,origin,leadtime,destination_zone,rounding,weight_break,flat_rate,step_rate,is_live
7932223,"Cross Border",Standard,2822,1.00,999999.00,0.00,0.00,1
7932224,"Cross Border",Standard,2823,1.00,6999.00,0.00,0.00,1
7932225,"Cross Border",Standard,2823,1.00,999999.00,0.00,0.00,1
7932226,"Cross Border",Standard,2824,1.00,6999.00,0.00,0.00,1
7932227,"Cross Border",Standard,2824,1.00,999999.00,0.00,0.00,1
7932228,"Cross Border",Standard,2825,1.00,6999.00,0.00,0.00,1
7932229,"Cross Border",Standard,2825,1.00,999999.00,0.00,0.00,1
7932230,"Cross Border",Standard,2826,1.00,6999.00,0.00,0.00,1
7932231,"Cross Border",Standard,2826,1.00,999999.00,0.00,0.00,1
7932232,"Cross Border",Standard,2828,1.00,6999.00,0.00,0.00,1
7932233,"Cross Border",Standard,2828,1.00,999999.00,0.00,0.00,1
7932234,"Cross Border",Standard,2829,1.00,6999.00,0.00,0.00,1
7932235,"Cross Border",Standard,2829,1.00,999999.00,0.00,0.00,1
7932236,"Cross Border",Standard,283,1.00,6999.00,0.00,0.00,1
7932237,"Cross Border",Standard,283,1.00,999999.00,0.00,0.00,1
7932238,"Cross Border",Standard,2830,1.00,6999.00,0.00,0.00,1
7932239,"Cross Border",Standard,2830,1.00,999999.00,0.00,0.00,1
7932240,"Cross Border",Standard,2831,1.00,6999.00,0.00,0.00,1
7932241,"Cross Border",Standard,2831,1.00,999999.00,0.00,0.00,1
7932242,"Cross Border",Standard,2832,1.00,6999.00,0.00,0.00,1
7932243,"Cross Border",Standard,2832,1.00,999999.00,0.00,0.00,1
7932244,"Cross Border",Standard,2833,1.00,6999.00,0.00,0.00,1
7932245,"Cross Border",Standard,2833,1.00,999999.00,0.00,0.00,1
7932246,"Cross Border",Standard,2834,1.00,6999.00,0.00,0.00,1
7932247,"Cross Border",Standard,2834,1.00,999999.00,0.00,0.00,1
7932248,"Cross Border",Standard,2835,1.00,6999.00,0.00,0.00,1
7932249,"Cross Border",Standard,2835,1.00,999999.00,0.00,0.00,1
7932250,"Cross Border",Standard,2836,1.00,6999.00,0.00,0.00,1
7932251,"Cross Border",Standard,2836,1.00,999999.00,0.00,0.00,1
7932252,"Cross Border",Standard,2837,1.00,6999.00,0.00,0.00,1
7932253,"Cross Border",Standard,2837,1.00,999999.00,0.00,0.00,1
7932254,"Cross Border",Standard,2838,1.00,6999.00,0.00,0.00,1
7932255,"Cross Border",Standard,2838,1.00,999999.00,0.00,0.00,1
7932256,"Cross Border",Standard,2839,1.00,6999.00,0.00,0.00,1
7932257,"Cross Border",Standard,2839,1.00,999999.00,0.00,0.00,1
7932258,"Cross Border",Standard,284,1.00,6999.00,0.00,0.00,1
7932259,"Cross Border",Standard,284,1.00,999999.00,0.00,0.00,1
7932260,"Cross Border",Standard,2840,1.00,6999.00,0.00,0.00,1
7932261,"Cross Border",Standard,2840,1.00,999999.00,0.00,0.00,1
7932262,"Cross Border",Standard,2841,1.00,6999.00,0.00,0.00,1
7932263,"Cross Border",Standard,2841,1.00,999999.00,0.00,0.00,1
7932264,"Cross Border",Standard,2842,1.00,6999.00,0.00,0.00,1
7932265,"Cross Border",Standard,2842,1.00,999999.00,0.00,0.00,1
7932266,"Cross Border",Standard,2843,1.00,6999.00,0.00,0.00,1
7932267,"Cross Border",Standard,2843,1.00,999999.00,0.00,0.00,1
7932268,"Cross Border",Standard,2844,1.00,6999.00,0.00,0.00,1
7932269,"Cross Border",Standard,2844,1.00,999999.00,0.00,0.00,1
7932270,"Cross Border",Standard,2845,1.00,6999.00,0.00,0.00,1
7932271,"Cross Border",Standard,2845,1.00,999999.00,0.00,0.00,1
7932272,"Cross Border",Standard,2846,1.00,6999.00,0.00,0.00,1
7932273,"Cross Border",Standard,2846,1.00,999999.00,0.00,0.00,1
7932274,"Cross Border",Standard,2847,1.00,6999.00,0.00,0.00,1
7932275,"Cross Border",Standard,2847,1.00,999999.00,0.00,0.00,1
7932276,"Cross Border",Standard,2849,1.00,6999.00,0.00,0.00,1
7932277,"Cross Border",Standard,2849,1.00,999999.00,0.00,0.00,1
7932278,"Cross Border",Standard,285,1.00,6999.00,0.00,0.00,1
7932279,"Cross Border",Standard,285,1.00,999999.00,0.00,0.00,1
7932280,"Cross Border",Standard,2850,1.00,6999.00,0.00,0.00,1
7932281,"Cross Border",Standard,2850,1.00,999999.00,0.00,0.00,1
7932282,"Cross Border",Standard,2851,1.00,6999.00,0.00,0.00,1
7932283,"Cross Border",Standard,2851,1.00,999999.00,0.00,0.00,1
7932284,"Cross Border",Standard,2852,1.00,6999.00,0.00,0.00,1
7932285,"Cross Border",Standard,2852,1.00,999999.00,0.00,0.00,1
7932286,"Cross Border",Standard,2853,1.00,6999.00,0.00,0.00,1
7932287,"Cross Border",Standard,2853,1.00,999999.00,0.00,0.00,1
7932288,"Cross Border",Standard,2854,1.00,6999.00,0.00,0.00,1
7932289,"Cross Border",Standard,2854,1.00,999999.00,0.00,0.00,1
7932290,"Cross Border",Standard,2855,1.00,6999.00,0.00,0.00,1
7932291,"Cross Border",Standard,2855,1.00,999999.00,0.00,0.00,1
7932292,"Cross Border",Standard,2856,1.00,6999.00,0.00,0.00,1
7932293,"Cross Border",Standard,2856,1.00,999999.00,0.00,0.00,1
7932294,"Cross Border",Standard,2857,1.00,6999.00,0.00,0.00,1
7932295,"Cross Border",Standard,2857,1.00,999999.00,0.00,0.00,1
7932296,"Cross Border",Standard,2858,1.00,6999.00,0.00,0.00,1
7932297,"Cross Border",Standard,2858,1.00,999999.00,0.00,0.00,1
7932298,"Cross Border",Standard,2859,1.00,6999.00,0.00,0.00,1
7932299,"Cross Border",Standard,2859,1.00,999999.00,0.00,0.00,1
7932300,"Cross Border",Standard,286,1.00,6999.00,0.00,0.00,1
7932301,"Cross Border",Standard,286,1.00,999999.00,0.00,0.00,1
7932302,"Cross Border",Standard,2860,1.00,6999.00,0.00,0.00,1
7932303,"Cross Border",Standard,2860,1.00,999999.00,0.00,0.00,1
7932304,"Cross Border",Standard,2861,1.00,6999.00,0.00,0.00,1
7932305,"Cross Border",Standard,2861,1.00,999999.00,0.00,0.00,1
7932306,"Cross Border",Standard,2862,1.00,6999.00,0.00,0.00,1
7932307,"Cross Border",Standard,2862,1.00,999999.00,0.00,0.00,1
7932308,"Cross Border",Standard,2863,1.00,6999.00,0.00,0.00,1
7932309,"Cross Border",Standard,2863,1.00,999999.00,0.00,0.00,1
7932310,"Cross Border",Standard,2864,1.00,6999.00,0.00,0.00,1
7932311,"Cross Border",Standard,2864,1.00,999999.00,0.00,0.00,1
7932312,"Cross Border",Standard,2865,1.00,6999.00,0.00,0.00,1
7932313,"Cross Border",Standard,2865,1.00,999999.00,0.00,0.00,1
7932314,"Cross Border",Standard,2866,1.00,6999.00,0.00,0.00,1
7932315,"Cross Border",Standard,2866,1.00,999999.00,0.00,0.00,1
7932316,"Cross Border",Standard,2867,1.00,6999.00,0.00,0.00,1
7932317,"Cross Border",Standard,2867,1.00,999999.00,0.00,0.00,1
7932318,"Cross Border",Standard,2868,1.00,6999.00,0.00,0.00,1
7932319,"Cross Border",Standard,2868,1.00,999999.00,0.00,0.00,1
7932320,"Cross Border",Standard,2869,1.00,6999.00,0.00,0.00,1
7932321,"Cross Border",Standard,2869,1.00,999999.00,0.00,0.00,1
7932322,"Cross Border",Standard,2870,1.00,6999.00,0.00,0.00,1
7932323,"Cross Border",Standard,2870,1.00,999999.00,0.00,0.00,1
7932324,"Cross Border",Standard,2871,1.00,6999.00,0.00,0.00,1
7932325,"Cross Border",Standard,2871,1.00,999999.00,0.00,0.00,1
7932326,"Cross Border",Standard,2872,1.00,6999.00,0.00,0.00,1
7932327,"Cross Border",Standard,2872,1.00,999999.00,0.00,0.00,1
7932328,"Cross Border",Standard,2874,1.00,6999.00,0.00,0.00,1
7932329,"Cross Border",Standard,2874,1.00,999999.00,0.00,0.00,1
7932330,"Cross Border",Standard,2875,1.00,6999.00,0.00,0.00,1
7932331,"Cross Border",Standard,2875,1.00,999999.00,0.00,0.00,1
7932332,"Cross Border",Standard,2876,1.00,6999.00,0.00,0.00,1
7932333,"Cross Border",Standard,2876,1.00,999999.00,0.00,0.00,1
7932334,"Cross Border",Standard,2877,1.00,6999.00,0.00,0.00,1
7932335,"Cross Border",Standard,2877,1.00,999999.00,0.00,0.00,1
7932336,"Cross Border",Standard,2878,1.00,6999.00,0.00,0.00,1
7932337,"Cross Border",Standard,2878,1.00,999999.00,0.00,0.00,1
7932338,"Cross Border",Standard,2879,1.00,6999.00,0.00,0.00,1
7932339,"Cross Border",Standard,2879,1.00,999999.00,0.00,0.00,1
7932340,"Cross Border",Standard,288,1.00,6999.00,0.00,0.00,1
7932341,"Cross Border",Standard,288,1.00,999999.00,0.00,0.00,1
7932342,"Cross Border",Standard,2880,1.00,6999.00,0.00,0.00,1
7932343,"Cross Border",Standard,2880,1.00,999999.00,0.00,0.00,1
7932344,"Cross Border",Standard,2881,1.00,6999.00,0.00,0.00,1
7932345,"Cross Border",Standard,2881,1.00,999999.00,0.00,0.00,1
7932346,"Cross Border",Standard,2882,1.00,6999.00,0.00,0.00,1
7932347,"Cross Border",Standard,2882,1.00,999999.00,0.00,0.00,1
7932348,"Cross Border",Standard,2883,1.00,6999.00,0.00,0.00,1
7932349,"Cross Border",Standard,2883,1.00,999999.00,0.00,0.00,1
7932350,"Cross Border",Standard,2884,1.00,6999.00,0.00,0.00,1
7932351,"Cross Border",Standard,2884,1.00,999999.00,0.00,0.00,1
7932352,"Cross Border",Standard,2885,1.00,6999.00,0.00,0.00,1
7932353,"Cross Border",Standard,2885,1.00,999999.00,0.00,0.00,1
7932354,"Cross Border",Standard,2886,1.00,6999.00,0.00,0.00,1
7932355,"Cross Border",Standard,2886,1.00,999999.00,0.00,0.00,1
7932356,"Cross Border",Standard,2887,1.00,6999.00,0.00,0.00,1
7932357,"Cross Border",Standard,2887,1.00,999999.00,0.00,0.00,1
7932358,"Cross Border",Standard,2888,1.00,6999.00,0.00,0.00,1
7932359,"Cross Border",Standard,2888,1.00,999999.00,0.00,0.00,1
7932360,"Cross Border",Standard,2889,1.00,6999.00,0.00,0.00,1
7932361,"Cross Border",Standard,2889,1.00,999999.00,0.00,0.00,1
7932362,"Cross Border",Standard,289,1.00,6999.00,0.00,0.00,1
7932363,"Cross Border",Standard,289,1.00,999999.00,0.00,0.00,1
7932364,"Cross Border",Standard,2890,1.00,6999.00,0.00,0.00,1
7932365,"Cross Border",Standard,2890,1.00,999999.00,0.00,0.00,1
7932366,"Cross Border",Standard,2892,1.00,6999.00,0.00,0.00,1
7932367,"Cross Border",Standard,2892,1.00,999999.00,0.00,0.00,1
7932368,"Cross Border",Standard,2893,1.00,6999.00,0.00,0.00,1
7932369,"Cross Border",Standard,2893,1.00,999999.00,0.00,0.00,1
7932370,"Cross Border",Standard,2894,1.00,6999.00,0.00,0.00,1
7932371,"Cross Border",Standard,2894,1.00,999999.00,0.00,0.00,1
7932372,"Cross Border",Standard,2895,1.00,6999.00,0.00,0.00,1
7932373,"Cross Border",Standard,2895,1.00,999999.00,0.00,0.00,1
7932374,"Cross Border",Standard,2898,1.00,6999.00,0.00,0.00,1
7932375,"Cross Border",Standard,2898,1.00,999999.00,0.00,0.00,1
7932376,"Cross Border",Standard,2899,1.00,6999.00,0.00,0.00,1
7932377,"Cross Border",Standard,2899,1.00,999999.00,0.00,0.00,1
7932378,"Cross Border",Standard,290,1.00,6999.00,0.00,0.00,1
7932379,"Cross Border",Standard,290,1.00,999999.00,0.00,0.00,1
7932380,"Cross Border",Standard,2900,1.00,6999.00,0.00,0.00,1
7932381,"Cross Border",Standard,2900,1.00,999999.00,0.00,0.00,1
7932382,"Cross Border",Standard,2901,1.00,6999.00,0.00,0.00,1
7932383,"Cross Border",Standard,2901,1.00,999999.00,0.00,0.00,1
7932384,"Cross Border",Standard,2902,1.00,6999.00,0.00,0.00,1
7932385,"Cross Border",Standard,2902,1.00,999999.00,0.00,0.00,1
7932386,"Cross Border",Standard,2903,1.00,6999.00,0.00,0.00,1
7932387,"Cross Border",Standard,2903,1.00,999999.00,0.00,0.00,1
7932388,"Cross Border",Standard,2904,1.00,6999.00,0.00,0.00,1
7932389,"Cross Border",Standard,2904,1.00,999999.00,0.00,0.00,1
7932390,"Cross Border",Standard,2905,1.00,6999.00,0.00,0.00,1
7932391,"Cross Border",Standard,2905,1.00,999999.00,0.00,0.00,1
7932392,"Cross Border",Standard,2907,1.00,6999.00,0.00,0.00,1
7932393,"Cross Border",Standard,2907,1.00,999999.00,0.00,0.00,1
7932394,"Cross Border",Standard,2908,1.00,6999.00,0.00,0.00,1
7932395,"Cross Border",Standard,2908,1.00,999999.00,0.00,0.00,1
7932396,"Cross Border",Standard,2909,1.00,6999.00,0.00,0.00,1
7932397,"Cross Border",Standard,2909,1.00,999999.00,0.00,0.00,1
7932398,"Cross Border",Standard,291,1.00,6999.00,0.00,0.00,1
7932399,"Cross Border",Standard,291,1.00,999999.00,0.00,0.00,1
7932400,"Cross Border",Standard,2910,1.00,6999.00,0.00,0.00,1
7932401,"Cross Border",Standard,2910,1.00,999999.00,0.00,0.00,1
7932402,"Cross Border",Standard,2911,1.00,6999.00,0.00,0.00,1
7932403,"Cross Border",Standard,2911,1.00,999999.00,0.00,0.00,1
7932404,"Cross Border",Standard,2912,1.00,6999.00,0.00,0.00,1
7932405,"Cross Border",Standard,2912,1.00,999999.00,0.00,0.00,1
7932406,"Cross Border",Standard,2913,1.00,6999.00,0.00,0.00,1
7932407,"Cross Border",Standard,2913,1.00,999999.00,0.00,0.00,1
7932408,"Cross Border",Standard,2914,1.00,6999.00,0.00,0.00,1
7932409,"Cross Border",Standard,2914,1.00,999999.00,0.00,0.00,1
7932410,"Cross Border",Standard,2915,1.00,6999.00,0.00,0.00,1
7932411,"Cross Border",Standard,2915,1.00,999999.00,0.00,0.00,1
7932412,"Cross Border",Standard,2916,1.00,6999.00,0.00,0.00,1
7932413,"Cross Border",Standard,2916,1.00,999999.00,0.00,0.00,1
7932414,"Cross Border",Standard,2917,1.00,6999.00,0.00,0.00,1
7932415,"Cross Border",Standard,2917,1.00,999999.00,0.00,0.00,1
7932416,"Cross Border",Standard,2918,1.00,6999.00,0.00,0.00,1
7932417,"Cross Border",Standard,2918,1.00,999999.00,0.00,0.00,1
7932418,"Cross Border",Standard,2919,1.00,6999.00,0.00,0.00,1
7932419,"Cross Border",Standard,2919,1.00,999999.00,0.00,0.00,1
7932420,"Cross Border",Standard,292,1.00,6999.00,0.00,0.00,1
7932421,"Cross Border",Standard,292,1.00,999999.00,0.00,0.00,1
7932422,"Cross Border",Standard,2920,1.00,6999.00,0.00,0.00,1
7932423,"Cross Border",Standard,2920,1.00,999999.00,0.00,0.00,1
7932424,"Cross Border",Standard,2921,1.00,6999.00,0.00,0.00,1
7932425,"Cross Border",Standard,2921,1.00,999999.00,0.00,0.00,1
7932426,"Cross Border",Standard,2922,1.00,6999.00,0.00,0.00,1
7932427,"Cross Border",Standard,2922,1.00,999999.00,0.00,0.00,1
7932428,"Cross Border",Standard,2923,1.00,6999.00,0.00,0.00,1
7932429,"Cross Border",Standard,2923,1.00,999999.00,0.00,0.00,1
7932430,"Cross Border",Standard,2924,1.00,6999.00,0.00,0.00,1
7932431,"Cross Border",Standard,2924,1.00,999999.00,0.00,0.00,1
7932432,"Cross Border",Standard,2925,1.00,6999.00,0.00,0.00,1
7932433,"Cross Border",Standard,2925,1.00,999999.00,0.00,0.00,1
7932434,"Cross Border",Standard,2926,1.00,6999.00,0.00,0.00,1
7932435,"Cross Border",Standard,2926,1.00,999999.00,0.00,0.00,1
7932436,"Cross Border",Standard,2927,1.00,6999.00,0.00,0.00,1
7932437,"Cross Border",Standard,2927,1.00,999999.00,0.00,0.00,1
7932438,"Cross Border",Standard,2928,1.00,6999.00,0.00,0.00,1
7932439,"Cross Border",Standard,2928,1.00,999999.00,0.00,0.00,1
7932440,"Cross Border",Standard,2929,1.00,6999.00,0.00,0.00,1
7932441,"Cross Border",Standard,2929,1.00,999999.00,0.00,0.00,1
7932442,"Cross Border",Standard,293,1.00,6999.00,0.00,0.00,1
7932443,"Cross Border",Standard,293,1.00,999999.00,0.00,0.00,1
7932444,"Cross Border",Standard,2930,1.00,6999.00,0.00,0.00,1
7932445,"Cross Border",Standard,2930,1.00,999999.00,0.00,0.00,1
7932446,"Cross Border",Standard,2932,1.00,6999.00,0.00,0.00,1
7932447,"Cross Border",Standard,2932,1.00,999999.00,0.00,0.00,1
7932448,"Cross Border",Standard,2933,1.00,6999.00,0.00,0.00,1
7932449,"Cross Border",Standard,2933,1.00,999999.00,0.00,0.00,1
7932450,"Cross Border",Standard,2934,1.00,6999.00,0.00,0.00,1
7932451,"Cross Border",Standard,2934,1.00,999999.00,0.00,0.00,1
7932452,"Cross Border",Standard,2935,1.00,6999.00,0.00,0.00,1
7932453,"Cross Border",Standard,2935,1.00,999999.00,0.00,0.00,1
7932454,"Cross Border",Standard,2936,1.00,6999.00,0.00,0.00,1
7932455,"Cross Border",Standard,2936,1.00,999999.00,0.00,0.00,1
7932456,"Cross Border",Standard,2938,1.00,6999.00,0.00,0.00,1
7932457,"Cross Border",Standard,2938,1.00,999999.00,0.00,0.00,1
7932458,"Cross Border",Standard,2939,1.00,6999.00,0.00,0.00,1
7932459,"Cross Border",Standard,2939,1.00,999999.00,0.00,0.00,1
7932460,"Cross Border",Standard,294,1.00,6999.00,0.00,0.00,1
7932461,"Cross Border",Standard,294,1.00,999999.00,0.00,0.00,1
7932462,"Cross Border",Standard,2940,1.00,6999.00,0.00,0.00,1
7932463,"Cross Border",Standard,2940,1.00,999999.00,0.00,0.00,1
7932464,"Cross Border",Standard,2941,1.00,6999.00,0.00,0.00,1
7932465,"Cross Border",Standard,2941,1.00,999999.00,0.00,0.00,1
7932466,"Cross Border",Standard,2942,1.00,6999.00,0.00,0.00,1
7932467,"Cross Border",Standard,2942,1.00,999999.00,0.00,0.00,1
7932468,"Cross Border",Standard,2943,1.00,6999.00,0.00,0.00,1
7932469,"Cross Border",Standard,2943,1.00,999999.00,0.00,0.00,1
7932470,"Cross Border",Standard,2944,1.00,6999.00,0.00,0.00,1
7932471,"Cross Border",Standard,2944,1.00,999999.00,0.00,0.00,1
7932472,"Cross Border",Standard,2945,1.00,6999.00,0.00,0.00,1
7932473,"Cross Border",Standard,2945,1.00,999999.00,0.00,0.00,1
7932474,"Cross Border",Standard,2946,1.00,6999.00,0.00,0.00,1
7932475,"Cross Border",Standard,2946,1.00,999999.00,0.00,0.00,1
7932476,"Cross Border",Standard,2947,1.00,6999.00,0.00,0.00,1
7932477,"Cross Border",Standard,2947,1.00,999999.00,0.00,0.00,1
7932478,"Cross Border",Standard,2948,1.00,6999.00,0.00,0.00,1
7932479,"Cross Border",Standard,2948,1.00,999999.00,0.00,0.00,1
7932480,"Cross Border",Standard,2949,1.00,6999.00,0.00,0.00,1
7932481,"Cross Border",Standard,2949,1.00,999999.00,0.00,0.00,1
7932482,"Cross Border",Standard,295,1.00,6999.00,0.00,0.00,1
7932483,"Cross Border",Standard,295,1.00,999999.00,0.00,0.00,1
7932484,"Cross Border",Standard,2950,1.00,6999.00,0.00,0.00,1
7932485,"Cross Border",Standard,2950,1.00,999999.00,0.00,0.00,1
7932486,"Cross Border",Standard,2951,1.00,6999.00,0.00,0.00,1
7932487,"Cross Border",Standard,2951,1.00,999999.00,0.00,0.00,1
7932488,"Cross Border",Standard,2952,1.00,6999.00,0.00,0.00,1
7932489,"Cross Border",Standard,2952,1.00,999999.00,0.00,0.00,1
7932490,"Cross Border",Standard,2953,1.00,6999.00,0.00,0.00,1
7932491,"Cross Border",Standard,2953,1.00,999999.00,0.00,0.00,1
7932492,"Cross Border",Standard,2954,1.00,6999.00,0.00,0.00,1
7932493,"Cross Border",Standard,2954,1.00,999999.00,0.00,0.00,1
7932494,"Cross Border",Standard,2955,1.00,6999.00,0.00,0.00,1
7932495,"Cross Border",Standard,2955,1.00,999999.00,0.00,0.00,1
7932496,"Cross Border",Standard,2956,1.00,6999.00,0.00,0.00,1
7932497,"Cross Border",Standard,2956,1.00,999999.00,0.00,0.00,1
7932498,"Cross Border",Standard,2957,1.00,6999.00,0.00,0.00,1
7932499,"Cross Border",Standard,2957,1.00,999999.00,0.00,0.00,1
7932500,"Cross Border",Standard,2959,1.00,6999.00,0.00,0.00,1
7932501,"Cross Border",Standard,2959,1.00,999999.00,0.00,0.00,1
7932502,"Cross Border",Standard,296,1.00,6999.00,0.00,0.00,1
7932503,"Cross Border",Standard,296,1.00,999999.00,0.00,0.00,1
7932504,"Cross Border",Standard,2960,1.00,6999.00,0.00,0.00,1
7932505,"Cross Border",Standard,2960,1.00,999999.00,0.00,0.00,1
7932506,"Cross Border",Standard,2961,1.00,6999.00,0.00,0.00,1
7932507,"Cross Border",Standard,2961,1.00,999999.00,0.00,0.00,1
7932508,"Cross Border",Standard,2962,1.00,6999.00,0.00,0.00,1
7932509,"Cross Border",Standard,2962,1.00,999999.00,0.00,0.00,1
7932510,"Cross Border",Standard,2963,1.00,6999.00,0.00,0.00,1
7932511,"Cross Border",Standard,2963,1.00,999999.00,0.00,0.00,1
7932512,"Cross Border",Standard,2964,1.00,6999.00,0.00,0.00,1
7932513,"Cross Border",Standard,2964,1.00,999999.00,0.00,0.00,1
7932514,"Cross Border",Standard,2965,1.00,6999.00,0.00,0.00,1
7932515,"Cross Border",Standard,2965,1.00,999999.00,0.00,0.00,1
7932516,"Cross Border",Standard,2966,1.00,6999.00,0.00,0.00,1
7932517,"Cross Border",Standard,2966,1.00,999999.00,0.00,0.00,1
7932518,"Cross Border",Standard,2967,1.00,6999.00,0.00,0.00,1
7932519,"Cross Border",Standard,2967,1.00,999999.00,0.00,0.00,1
7932520,"Cross Border",Standard,2968,1.00,6999.00,0.00,0.00,1
7932521,"Cross Border",Standard,2968,1.00,999999.00,0.00,0.00,1
7932522,"Cross Border",Standard,2969,1.00,6999.00,0.00,0.00,1
7932523,"Cross Border",Standard,2969,1.00,999999.00,0.00,0.00,1
7932524,"Cross Border",Standard,2970,1.00,6999.00,0.00,0.00,1
7932525,"Cross Border",Standard,2970,1.00,999999.00,0.00,0.00,1
7932526,"Cross Border",Standard,2972,1.00,6999.00,0.00,0.00,1
7932527,"Cross Border",Standard,2972,1.00,999999.00,0.00,0.00,1
7932528,"Cross Border",Standard,2973,1.00,6999.00,0.00,0.00,1
7932529,"Cross Border",Standard,2973,1.00,999999.00,0.00,0.00,1
7932530,"Cross Border",Standard,2974,1.00,6999.00,0.00,0.00,1
7932531,"Cross Border",Standard,2974,1.00,999999.00,0.00,0.00,1
7932532,"Cross Border",Standard,2975,1.00,6999.00,0.00,0.00,1
7932533,"Cross Border",Standard,2975,1.00,999999.00,0.00,0.00,1
7932534,"Cross Border",Standard,2976,1.00,6999.00,0.00,0.00,1
7932535,"Cross Border",Standard,2976,1.00,999999.00,0.00,0.00,1
7932536,"Cross Border",Standard,2977,1.00,6999.00,0.00,0.00,1
7932537,"Cross Border",Standard,2977,1.00,999999.00,0.00,0.00,1
7932538,"Cross Border",Standard,2978,1.00,6999.00,0.00,0.00,1
7932539,"Cross Border",Standard,2978,1.00,999999.00,0.00,0.00,1
7932540,"Cross Border",Standard,2979,1.00,6999.00,0.00,0.00,1
7932541,"Cross Border",Standard,2979,1.00,999999.00,0.00,0.00,1
7932542,"Cross Border",Standard,298,1.00,6999.00,0.00,0.00,1
7932543,"Cross Border",Standard,298,1.00,999999.00,0.00,0.00,1
7932544,"Cross Border",Standard,2980,1.00,6999.00,0.00,0.00,1
7932545,"Cross Border",Standard,2980,1.00,999999.00,0.00,0.00,1
7932546,"Cross Border",Standard,2981,1.00,6999.00,0.00,0.00,1
7932547,"Cross Border",Standard,2981,1.00,999999.00,0.00,0.00,1
7932548,"Cross Border",Standard,2983,1.00,6999.00,0.00,0.00,1
7932549,"Cross Border",Standard,2983,1.00,999999.00,0.00,0.00,1
7932550,"Cross Border",Standard,2984,1.00,6999.00,0.00,0.00,1
7932551,"Cross Border",Standard,2984,1.00,999999.00,0.00,0.00,1
7932552,"Cross Border",Standard,2985,1.00,6999.00,0.00,0.00,1
7932553,"Cross Border",Standard,2985,1.00,999999.00,0.00,0.00,1
7932554,"Cross Border",Standard,2986,1.00,6999.00,0.00,0.00,1
7932555,"Cross Border",Standard,2986,1.00,999999.00,0.00,0.00,1
7932556,"Cross Border",Standard,2987,1.00,6999.00,0.00,0.00,1
7932557,"Cross Border",Standard,2987,1.00,999999.00,0.00,0.00,1
7932558,"Cross Border",Standard,2988,1.00,6999.00,0.00,0.00,1
7932559,"Cross Border",Standard,2988,1.00,999999.00,0.00,0.00,1
7932560,"Cross Border",Standard,2989,1.00,6999.00,0.00,0.00,1
7932561,"Cross Border",Standard,2989,1.00,999999.00,0.00,0.00,1
7932562,"Cross Border",Standard,299,1.00,6999.00,0.00,0.00,1
7932563,"Cross Border",Standard,299,1.00,999999.00,0.00,0.00,1
7932564,"Cross Border",Standard,2990,1.00,6999.00,0.00,0.00,1
7932565,"Cross Border",Standard,2990,1.00,999999.00,0.00,0.00,1
7932566,"Cross Border",Standard,2992,1.00,6999.00,0.00,0.00,1
7932567,"Cross Border",Standard,2992,1.00,999999.00,0.00,0.00,1
7932568,"Cross Border",Standard,2993,1.00,6999.00,0.00,0.00,1
7932569,"Cross Border",Standard,2993,1.00,999999.00,0.00,0.00,1
7932570,"Cross Border",Standard,2994,1.00,6999.00,0.00,0.00,1
7932571,"Cross Border",Standard,2994,1.00,999999.00,0.00,0.00,1
7932572,"Cross Border",Standard,2995,1.00,6999.00,0.00,0.00,1
7932573,"Cross Border",Standard,2995,1.00,999999.00,0.00,0.00,1
7932574,"Cross Border",Standard,2996,1.00,6999.00,0.00,0.00,1
7932575,"Cross Border",Standard,2996,1.00,999999.00,0.00,0.00,1
7932576,"Cross Border",Standard,2997,1.00,6999.00,0.00,0.00,1
7932577,"Cross Border",Standard,2997,1.00,999999.00,0.00,0.00,1
7932578,"Cross Border",Standard,2998,1.00,6999.00,0.00,0.00,1
7932579,"Cross Border",Standard,2998,1.00,999999.00,0.00,0.00,1
7932580,"Cross Border",Standard,2999,1.00,6999.00,0.00,0.00,1
7932581,"Cross Border",Standard,2999,1.00,999999.00,0.00,0.00,1
7932582,"Cross Border",Standard,300,1.00,6999.00,0.00,0.00,1
7932583,"Cross Border",Standard,300,1.00,999999.00,0.00,0.00,1
7932584,"Cross Border",Standard,3000,1.00,6999.00,0.00,0.00,1
7932585,"Cross Border",Standard,3000,1.00,999999.00,0.00,0.00,1
7932586,"Cross Border",Standard,3001,1.00,6999.00,0.00,0.00,1
7932587,"Cross Border",Standard,3001,1.00,999999.00,0.00,0.00,1
7932588,"Cross Border",Standard,3002,1.00,6999.00,0.00,0.00,1
7932589,"Cross Border",Standard,3002,1.00,999999.00,0.00,0.00,1
7932590,"Cross Border",Standard,3003,1.00,6999.00,0.00,0.00,1
7932591,"Cross Border",Standard,3003,1.00,999999.00,0.00,0.00,1
7932592,"Cross Border",Standard,3004,1.00,6999.00,0.00,0.00,1
7932593,"Cross Border",Standard,3004,1.00,999999.00,0.00,0.00,1
7932594,"Cross Border",Standard,3005,1.00,6999.00,0.00,0.00,1
7932595,"Cross Border",Standard,3005,1.00,999999.00,0.00,0.00,1
7932596,"Cross Border",Standard,3006,1.00,6999.00,0.00,0.00,1
7932597,"Cross Border",Standard,3006,1.00,999999.00,0.00,0.00,1
7932598,"Cross Border",Standard,3007,1.00,6999.00,0.00,0.00,1
7932599,"Cross Border",Standard,3007,1.00,999999.00,0.00,0.00,1
